State,Name,,ID,Mode,Vehicles Operated in Maximum Service,,Vehicles Available for Maximum Service,,Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Actual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Annual Unlinked Passenger Trips,,Annual Passenger Miles,
TX,Dallas Area RTA,,6056-B,CRp,17,,23,,669.1 ,,695.3 ,,669.1 ,,30.4 ,,29.7 ,,982.6 ,,"14,176.2 ",
,,,,DRp,2,,4,,0.0 ,,115.9 ,,106.6 ,,8.3 ,,7.7 ,,28.3 ,,126.9 ,
,,,,LR,46,,95,,"2,562.6 ",,"2,596.4 ",,"2,561.5 ",,159.2 ,,155.4 ,,"11,571.1 ",,"61,071.8 ",
,,,,MB,447,,539,,"19,512.1 ",,"23,160.7 ",,"19,512.1 ",,"1,628.8 ",,"1,465.0 ",,"48,851.7 ",,"232,804.9 ",
,,,,Total,512,,661,,"22,743.7 ",,"26,568.3 ",,"22,849.2 ",,"1,826.6 ",,"1,657.8 ",,"61,433.7 ",,"308,179.7 ",
TX,Dallas-VPSI,,6084-D,VP,114,,126,,0.0 ,,"2,389.5 ",,"2,389.5 ",,56.3 ,,56.3 ,,368.3 ,,"12,155.6 ",
TX,El Paso Mass Transit,,6006-B,DR,44,,57,,0.0 ,,"1,972.4 ",,"1,570.9 ",,123.3 ,,107.4 ,,241.7 ,,"2,269.1 ",
,,,,DRp,24,,24,,0.0 ,,178.8 ,,178.8 ,,7.7 ,,7.7 ,,33.9 ,,383.8 ,
,,,,MB,113,,159,,"6,381.0 ",,"6,731.0 ",,"6,295.7 ",,519.3 ,,501.5 ,,"13,260.4 ",,"66,125.8 ",
,,,,Total,181,,240,,"6,381.0 ",,"8,882.1 ",,"8,045.4 ",,650.2 ,,616.6 ,,"13,535.9 ",,"68,778.7 ",
TX,"First Transit, Inc",,6057-D,DR,97,,97,,0.0 ,,945.1 ,,735.5 ,,60.8 ,,41.6 ,,721.7 ,Q,898.8 ,
,,,,MB,319,,319,,"10,545.6 ",,"12,832.4 ",Q,"10,545.6 ",,738.4 ,,641.1 ,,"12,756.9 ",,"84,404.3 ",
,,,,Total,416,,416,,"10,545.6 ",,"13,777.5 ",Q,"11,281.2 ",,799.2 ,,682.6 ,,"13,478.6 ",Q,"85,303.2 ",
TX,Fort Worth Transp Auth,,6007-B,CRp,18,,23,,241.5 ,,268.1 ,,241.5 ,,8.3 ,,6.0 ,,"1,799.0 ",,"18,093.1 ",
,,,,DR,43,,46,,0.0 ,,"1,524.7 ",,"1,324.4 ",,97.7 ,,84.9 ,,131.8 ,,"1,153.5 ",
,,,,DRp,81,,81,,0.0 ,,"2,527.2 ",,"2,401.0 ",,96.2 ,,91.4 ,,240.0 ,,"2,640.4 ",
,,,,MB,172,,185,,"5,215.1 ",,"5,533.8 ",,"4,852.4 ",,444.4 ,,391.3 ,,"6,948.9 ",,"29,956.2 ",
,,,,MBp,2,,2,,31.5 ,,52.8 ,,15.7 ,,2.0 ,,1.5 ,,20.8 ,,661.4 ,
,,,,Total,316,,337,,"5,488.0 ",,"9,906.6 ",,"8,835.0 ",,648.6 ,,575.1 ,,"9,140.4 ",,"52,504.6 ",
TX,Grand Prairie,,6068-A,DR,7,,11,,0.0 ,,92.8 ,,69.7 ,,9.2 ,,7.5 ,,20.0 ,,158.2 ,
TX,Gulf Coast Center,,6082-A,DR,30,,34,,0.0 ,,"1,159.8 ",,"1,009.0 ",,48.1 ,,41.2 ,,100.7 ,,"1,540.4 ",
TX,Handitran Special Transit,,6041-B,DR,13,,17,,0.0 ,,461.2 ,,404.1 ,,34.1 ,,30.1 ,,67.6 ,,504.5 ,
,,,,DRp,8,,8,,0.0 ,,244.9 ,,244.9 ,,14.7 ,,14.7 ,,33.9 ,,223.8 ,
,,,,Total,21,,25,,0.0 ,,706.1 ,,649.0 ,,48.8 ,,44.8 ,,101.5 ,,728.3 ,
TX,Hill County Transit,,6091-A,DR,15,,19,,0.0 ,,357.3 ,,332.5 ,,25.0 ,,22.9 ,,53.7 ,,375.8 ,Q
,,,,MB,12,,15,,507.2 ,,540.3 ,,507.2 ,,33.9 ,,32.1 ,,196.9 ,,541.4 ,Q
,,,,Total,27,,34,,507.2 ,,897.6 ,,839.7 ,,58.9 ,,55.0 ,,250.5 ,,917.2 ,Q
TX,Houston-VPSI,,6085-D,VP,168,,194,,0.0 ,,"2,644.3 ",,"2,644.3 ",,65.9 ,,65.9 ,,767.3 ,,"20,817.4 ",
TX,Island Transit,,6015-A,DR,10,,10,,0.0 ,,103.1 ,Q,93.1 ,Q,14.0 ,Q,14.0 ,Q,35.4 ,Q,339.2 ,Q
,,,,LR,4,,4,,44.1 ,,45.2 ,Q,44.1 ,Q,9.7 ,Q,9.0 ,Q,54.3 ,,170.3 ,
,,,,MB,12,,12,,654.8 ,,633.8 ,Q,581.4 ,Q,50.4 ,Q,50.1 ,Q,787.2 ,Q,"1,155.2 ",Q
,,,,Total,26,,26,,698.9 ,,782.0 ,Q,718.7 ,Q,74.2 ,Q,73.1 ,Q,876.9 ,Q,"1,664.7 ",Q
TX,Laredo Municipal Transit,,6009-A,DR,15,,20,,0.0 ,,472.1 ,,331.2 ,,33.3 ,,25.0 ,,50.2 ,,173.2 ,
,,,,MB,33,,45,,"1,553.8 ",,"1,596.8 ",,"1,553.8 ",,151.4 ,,147.8 ,,"4,897.4 ",,"21,524.5 ",
,,,,Total,48,,65,,"1,553.8 ",,"2,068.9 ",,"1,885.0 ",,184.7 ,,172.8 ,,"4,947.6 ",,"21,697.7 ",
TX,Lower Rio Grande Valley,,6090-B,DRp,1,,1,,0.0 ,,27.2 ,,14.5 ,,3.4 ,,3.1 ,,7.8 ,,23.3 ,
,,,,MBp,11,,16,,385.0 ,,425.5 ,,385.0 ,,32.1 ,,29.9 ,,310.1 ,,930.2 ,
,,,,Total,12,,17,,385.0 ,,452.7 ,,399.5 ,,35.5 ,,33.1 ,,317.8 ,,953.5 ,
TX,MetroTransAuth HarrisCnty,,6008-B,DRp,323,,"1,036",,0.0 ,,"6,010.0 ",,"5,540.5 ",,287.8 ,,273.3 ,,643.9 ,,"6,552.7 ",
,,,,MB,"1,050",,"1,252",,"38,352.9 ",,"45,090.5 ",,"38,106.1 ",,"2,956.6 ",,"2,695.5 ",,"87,602.2 ",,"505,347.0 ",
,,,,Total,"1,373",,"2,288",,"38,352.9 ",,"51,100.6 ",,"43,646.6 ",,"3,244.3 ",,"2,968.8 ",,"88,246.1 ",,"511,899.7 ",
TX,Port Arthur Transit,,6013-A,DR,4,,6,,0.0 ,,84.3 ,,74.5 ,,5.8 ,,4.8 ,,18.5 ,,111.0 ,
,,,,MB,6,,10,,247.0 ,,250.0 ,,247.0 ,,16.3 ,,16.0 ,,160.8 ,,847.5 ,
,,,,Total,10,,16,,247.0 ,,334.3 ,,321.5 ,,22.0 ,,20.8 ,,179.3 ,,958.5 ,
TX,Ryder/ATE,,6087-D,DR,99,,118,,0.0 ,,"6,274.3 ",,"5,646.9 ",,341.1 ,,314.1 ,,578.3 ,,"6,788.3 ",
,,,,MB,131,,165,,"5,664.3 ",,"7,072.8 ",,"5,656.3 ",,411.3 ,,364.7 ,,"11,580.7 ",,"82,144.9 ",
,,,,Total,230,,283,,"5,664.3 ",,"13,347.1 ",,"11,303.1 ",,752.3 ,,678.8 ,,"12,159.0 ",,"88,933.2 ",
TX,Texoma COG,,6053-B,DRp,15,,17,,0.0 ,,524.4 ,,423.1 ,,32.3 ,,24.3 ,,218.6 ,,"1,221.5 ",
TX,VIA Metropolitan Transit,,6011-B,DR,82,,105,,0.0 ,,"4,965.4 ",,"4,363.6 ",,263.3 ,,231.8 ,,524.1 ,,"5,619.2 ",
,,,,DRp,98,,99,,0.0 ,,"5,952.0 ",,"4,896.1 ",,254.6 ,,209.9 ,,504.7 ,,"6,505.4 ",
,,,,MB,402,,498,,"19,669.9 ",,"21,632.1 ",,"19,923.4 ",,"1,446.3 ",,"1,387.4 ",,"45,952.7 ",,"175,049.5 ",
,,,,Total,582,,702,,"19,669.9 ",,"32,549.6 ",,"29,183.0 ",,"1,964.2 ",,"1,829.1 ",,"46,981.4 ",,"187,174.1 ",
TX,Waco Transit System,,6012-A,DR,6,,7,,0.0 ,,134.8 ,,130.3 ,,10.8 ,,10.5 ,,23.8 ,,124.0 ,
,,,,MB,14,,18,,524.7 ,,541.7 ,,524.7 ,,41.3 ,,40.1 ,,666.1 ,,"3,368.6 ",
,,,,Total,20,,25,,524.7 ,,676.4 ,,655.0 ,,52.1 ,,50.6 ,,690.0 ,,"3,492.6 ",
UT,Logan Transit District,,8021-B,DRp,2,,3,,0.0 ,,57.1 ,,54.2 ,,7.1 ,,6.9 ,,16.3 ,,52.6 ,
,,,,MBp,8,,11,,360.0 ,,385.6 ,,360.0 ,,30.6 ,,29.2 ,,"1,099.0 ",,"2,072.8 ",
,,,,Total,10,,14,,360.0 ,,442.6 ,,414.2 ,,37.7 ,,36.1 ,,"1,115.4 ",,"2,125.5 ",
UT,Utah Transit Authority,,8001-B,DR,116,,116,,0.0 ,,"3,072.4 ",,"2,780.8 ",,184.6 ,Q,175.0 ,Q,331.0 ,,"2,949.6 ",
,,,,DRp,62,,62,,0.0 ,,"2,347.2 ",,"1,962.8 ",,142.6 ,,115.6 ,,207.3 ,,"2,065.2 ",
,,,,LR,33,,33,,"1,703.3 ",,"1,711.5 ",,"1,703.3 ",,104.0 ,,104.0 ,,"6,084.3 ",,"44,555.9 ",
,,,,MB,529,,676,,"16,629.6 ",,"19,049.5 ",,"16,629.6 ",,"1,210.7 ",,912.6 ,,"19,018.6 ",,"85,251.4 ",
,,,,VPp,98,,98,,0.0 ,,"1,700.6 ",,"1,602.9 ",,43.4 ,,40.8 ,,304.9 ,,"12,650.0 ",
,,,,Total,838,,985,,"18,333.0 ",,"27,881.2 ",,"24,679.5 ",,"1,685.3 ",,"1,347.9 ",,"25,946.2 ",,"147,472.0 ",
VA,Charlottesville Transit,,3036-B,DRp,23,,85,,0.0 ,,406.7 ,,402.7 ,,20.3 ,,19.5 ,,56.1 ,,554.9 ,
,,,,MB,23,,28,,900.5 ,,911.8 ,,899.3 ,,77.2 ,,76.3 ,,"1,107.8 ",,"3,456.1 ",
,,,,Total,46,,113,,900.5 ,,"1,318.4 ",,"1,302.0 ",,97.5 ,,95.8 ,,"1,163.9 ",,"4,011.0 ",
VA,City of Alexandria,,3071-A,MB,32,,49,,"1,061.5 ",,"1,139.0 ",,"1,061.5 ",,107.2 ,,100.9 ,,"2,640.4 ",,"8,151.2 ",
VA,City of Danville,,3069-A,DR,2,,4,,0.0 ,,53.3 ,,31.4 ,,3.9 ,,2.5 ,,9.4 ,,29.1 ,
,,,,MB,7,,10,,296.0 ,,292.6 ,,280.8 ,,21.5 ,,20.9 ,,214.6 ,,257.2 ,
,,,,Total,9,,14,,296.0 ,,345.9 ,,312.2 ,,25.5 ,,23.4 ,,224.0 ,,286.3 ,
VA,City of Fairfax CUE Bus,,3058-A,MB,12,,12,,502.2 ,,518.3 ,,495.3 ,,43.3 ,,42.1 ,,970.6 ,,"3,395.3 ",
VA,Fairfax Connector Bus Sys,,3068-B,DRp,13,,13,,0.0 ,,28.7 ,,18.3 ,,2.0 ,,1.4 ,,2.1 ,,24.6 ,
,,,,MB,130,,175,,"5,101.6 ",,"6,548.5 ",,"5,096.1 ",,394.0 ,,326.6 ,,"6,110.6 ",,"39,271.7 ",
,,,,Total,143,,188,,"5,101.6 ",,"6,577.3 ",,"5,114.4 ",,396.0 ,,327.9 ,,"6,112.8 ",,"39,296.4 ",
VA,Greater Lynchburg Transit,,3008-A,DR,3,,3,,0.0 ,,83.5 ,,79.7 ,,6.7 ,Q,4.1 ,,12.3 ,,83.1 ,
,,,,MB,17,,24,,868.1 ,,917.8 ,Q,856.7 ,,64.8 ,,60.1 ,,"1,085.6 ",,"5,992.7 ",
,,,,Total,20,,27,,868.1 ,,"1,001.4 ",,936.4 ,,71.5 ,,64.2 ,,"1,097.8 ",,"6,075.8 ",
VA,Greater Richmond Transit,,3006-B,DRp,40,,44,,0.0 ,,"1,798.1 ",,"1,517.6 ",,109.7 ,,100.9 ,,184.5 ,,"1,886.2 ",
,,,,MB,133,,194,,"4,300.8 ",,"4,702.9 ",,"4,290.8 ",,402.8 ,,367.7 ,,"15,140.3 ",,"42,792.5 ",
,,,,VPp,26,,27,,0.0 ,,657.4 ,,657.4 ,,14.1 ,,14.1 ,,98.2 ,,"5,232.7 ",
,,,,Total,199,,265,,"4,300.8 ",,"7,158.4 ",,"6,465.8 ",,526.6 ,,482.7 ,,"15,423.1 ",,"49,911.3 ",
VA,Greater Roanoke Transit,,3007-B,DRp,16,,16,,0.0 ,,309.2 ,,309.2 ,,26.5 ,,26.5 ,,32.2 ,,309.2 ,
,,,,MB,31,,38,,"1,207.8 ",,"1,299.7 ",,"1,207.8 ",,104.2 ,,99.4 ,,"1,968.3 ",,"7,519.0 ",
,,,,Total,47,,54,,"1,207.8 ",,"1,608.8 ",,"1,516.9 ",,130.7 ,,125.9 ,,"2,000.5 ",,"7,828.1 ",
VA,Hampton Roads,,3083-B,DR,57,,67,,0.0 ,,"2,072.6 ",Q,"1,375.5 ",Q,178.9 ,,116.2 ,Q,248.5 ,Q,"1,519.2 ",Q
,,,,DRp,163,,163,,0.0 ,,"1,441.3 ",,"1,069.1 ",,93.6 ,,76.9 ,,163.8 ,,"1,363.7 ",
,,,,FBp,4,,4,,44.8 ,Q,44.8 ,Q,44.8 ,Q,9.4 ,,9.4 ,,402.7 ,,666.5 ,
,,,,MB,280,,296,,"10,567.4 ",,"11,669.6 ",,"10,401.8 ",,867.0 ,,821.5 ,,"15,649.8 ",Q,"82,383.7 ",
,,,,VP,37,,41,,0.0 ,,737.0 ,Q,737.0 ,Q,25.3 ,Q,25.3 ,,151.4 ,,"7,380.3 ",Q
,,,,Total,541,,571,,"10,612.1 ",,"15,965.3 ",,"13,628.2 ",,"1,174.3 ",,"1,049.3 ",,"16,616.2 ",,"93,313.3 ",
VA,James City County Transit,,3076-B,DR,2,,4,,0.0 ,,48.4 ,,36.2 ,,3.7 ,,3.0 ,,5.3 ,,32.4 ,
,,,,MB,3,,6,,203.4 ,,232.8 ,,203.1 ,,11.5 ,,10.6 ,,72.7 ,,276.1 ,
,,,,Total,5,,10,,203.4 ,,281.3 ,,239.2 ,,15.2 ,,13.6 ,,77.9 ,,308.5 ,
VA,Loudoun Commuter Bus Svc,,3081-B,MBp,11,,12,,308.5 ,,568.3 ,,305.0 ,,25.8 ,,17.0 ,,182.5 ,,"7,300.0 ",
VA,Petersburg Area Transit,,3009-B,DRp,2,,2,,0.0 ,,34.3 ,,33.6 ,,6.6 ,,5.6 ,,14.0 ,,32.7 ,
,,,,MB,12,,12,,398.2 ,,401.7 ,,398.2 ,,27.6 ,,27.1 ,,715.3 ,,"1,287.4 ",
,,,,Total,14,,14,,398.2 ,,435.9 ,,431.9 ,,34.3 ,,32.6 ,,729.3 ,,"1,320.1 ",
VA,Potomac and Rappahannock,,3070-B,MBp,65,,78,,"1,894.0 ",,"2,661.8 ",,"1,891.4 ",,123.1 ,,100.0 ,,"1,271.9 ",,"23,965.0 ",
VA,Virginia Railway Express,,3073-B,CRp,61,,65,,"1,755.8 ",,"1,911.0 ",,"1,720.1 ",,66.7 ,,52.0 ,,"2,428.5 ",,"74,695.1 ",
VT,Chittenden Cty Trans Auth,,1066-B,DRp,14,,23,,0.0 ,,180.6 ,,164.2 ,,14.3 ,,12.9 ,,18.2 ,,187.2 ,
,,,,MB,35,,42,,"1,007.1 ",,"1,070.4 ",,"1,007.1 ",,81.2 ,,77.1 ,,"1,580.5 ",,"4,796.4 ",
,,,,Total,49,,65,,"1,007.1 ",,"1,251.1 ",,"1,171.3 ",,95.4 ,,90.0 ,,"1,598.7 ",,"4,983.5 ",
WA,Ben Franklin Transit,,0018-B,DR,52,,52,,0.0 ,,"1,434.8 ",,"1,285.5 ",,90.1 ,,76.9 ,,278.5 ,,"1,514.1 ",
,,,,DRp,41,,41,,0.0 ,,414.4 ,,414.4 ,,22.4 ,,22.4 ,,95.4 ,,740.1 ,
,,,,MB,61,,61,,"2,445.0 ",,"2,625.3 ",,"2,445.0 ",,143.0 ,,131.1 ,,"2,855.2 ",,"19,765.7 ",
,,,,VP,153,,153,,0.0 ,,"1,912.2 ",,"1,875.3 ",,72.4 ,,71.4 ,,539.6 ,,"20,628.2 ",
,,,,Total,307,,307,,"2,445.0 ",,"6,386.7 ",,"6,020.2 ",,327.8 ,,301.8 ,,"3,768.7 ",,"42,648.2 ",
WA,Central Puget Sound RTA,,0040-B,CRp,15,,18,,268.4 ,,269.4 ,Q,268.2 ,Q,8.1 ,,6.8 ,,494.6 ,,"14,837.6 ",
WA,Clark County Public Trans,,0024-A,DR,42,,50,,0.0 ,,"1,079.5 ",,968.9 ,,67.3 ,,58.7 ,,175.0 ,,"1,254.8 ",
,,,,MB,84,,109,,"3,650.2 ",,"4,103.1 ",,"3,649.0 ",,268.1 ,,246.6 ,,"5,954.9 ",,"32,070.8 ",
,,,,VP,10,,10,,0.0 ,,158.0 ,,158.0 ,,5.0 ,,5.0 ,,51.3 ,,"1,129.9 ",
,,,,Total,136,,169,,"3,650.2 ",,"5,340.6 ",,"4,775.9 ",,340.3 ,,310.3 ,,"6,181.2 ",,"34,455.5 ",
WA,Community Urban Bus Svc,,0016-B,DRp,8,,9,,0.0 ,,120.1 ,,117.6 ,,11.9 ,,11.5 ,,39.2 ,,129.3 ,
,,,,MB,5,,7,,212.7 ,,212.7 ,,212.7 ,,16.6 ,,16.6 ,,275.8 ,,"1,528.2 ",
,,,,Total,13,,16,,212.7 ,,332.8 ,,330.3 ,,28.4 ,,28.1 ,,315.0 ,,"1,657.5 ",
WA,Everett Transit,,0005-A,DR,12,,14,,0.0 ,,273.4 ,,244.2 ,,25.7 ,,22.9 ,,57.4 ,,250.2 ,
,,,,MB,34,,41,,"1,031.8 ",,"1,201.3 ",,"1,031.6 ",,90.4 ,,83.7 ,,"1,559.4 ",,"5,752.9 ",
,,,,Total,46,,55,,"1,031.8 ",,"1,474.6 ",,"1,275.8 ",,116.0 ,,106.6 ,,"1,616.8 ",,"6,003.0 ",
WA,Intercity Transit,,0019-A,DR,20,,24,,0.0 ,,638.1 ,,585.3 ,,51.5 ,,44.8 ,,117.0 ,,695.6 ,
,,,,MB,52,,60,,"1,669.7 ",,"1,703.5 ",,"1,601.4 ",,126.8 ,,121.3 ,,"2,509.0 ",,"9,006.3 ",
,,,,VP,65,,75,,0.0 ,,"1,121.6 ",,"1,104.7 ",,32.0 ,,30.7 ,,252.7 ,,"8,003.8 ",
,,,,Total,137,,159,,"1,669.7 ",,"3,463.2 ",,"3,291.5 ",,210.2 ,,196.8 ,,"2,878.7 ",,"17,705.7 ",
WA,King County DOT,,0001-B,DRp,392,,548,,0.0 ,,"10,241.7 ",,"8,666.0 ",,725.5 ,,619.0 ,,"1,685.8 ",,"11,112.7 ",
,,,,LR,3,,5,,40.1 ,,40.2 ,,40.1 ,,11.7 ,,11.7 ,,374.3 ,,365.9 ,
,,,,MB,976,,"1,028",,"32,441.0 ",,"40,489.6 ",,"33,086.9 ",,"2,778.4 ",,"2,469.9 ",,"72,257.2 ",,"446,716.8 ",
,,,,TB,123,,159,,"3,689.1 ",,"3,656.8 ",,"3,478.7 ",,525.7 ,,504.7 ,,"24,746.7 ",,"41,892.1 ",
,,,,VP,711,,962,,0.0 ,,"9,761.6 ",,"9,619.0 ",,285.2 ,,281.1 ,,"1,936.4 ",,"47,598.5 ",
,,,,Total,"2,205",,"2,702",,"36,170.2 ",,"64,189.9 ",,"54,890.7 ",,"4,326.6 ",,"3,886.4 ",,"101,000.3 ",,"547,685.9 ",
WA,Kitsap Transit,,0020-B,DR,45,,48,,0.0 ,,"1,231.0 ",,"1,100.3 ",,77.4 ,,67.8 ,,269.0 ,,"2,111.6 ",
,,,,FBp,2,,4,,31.4 ,,31.4 ,,31.4 ,,4.9 ,,4.9 ,,284.7 ,,461.0 ,
,,,,MB,82,,103,,"1,989.6 ",,"2,257.7 ",,"1,976.3 ",,139.6 ,,116.4 ,,"3,470.8 ",,"19,054.7 ",
,,,,VP,45,,51,,0.0 ,,418.4 ,,412.4 ,,13.3 ,,13.0 ,,132.2 ,,"3,250.4 ",
,,,,Total,174,,206,,"2,020.9 ",,"3,938.4 ",,"3,520.4 ",,235.2 ,,202.1 ,,"4,156.7 ",,"24,877.6 ",
WA,Monorail Transit,,0023-B,MOp,8,,8,,251.6 ,,254.5 ,,251.6 ,,29.5 ,,27.6 ,,"2,524.8 ",,"2,272.0 ",
WA,Pierce Cnty Ferry Ops,,0028-B,FBp,1,,2,,30.8 ,,31.1 ,,31.1 ,,5.3 ,,5.3 ,,191.6 ,,"1,407.4 ",
WA,Pierce Transit,,0003-B,DR,29,,36,,0.0 ,,989.8 ,,723.1 ,,58.4 ,,48.8 ,,132.3 ,,"1,025.7 ",
,,,,DRp,64,,121,,0.0 ,,"1,921.8 ",,"1,679.0 ",,112.8 ,,100.9 ,,263.7 ,,"2,600.0 ",
,,,,MB,172,,247,,"8,713.0 ",,"10,509.5 ",,"8,708.2 ",,613.8 ,,552.7 ,,"13,483.7 ",,"89,343.3 ",
,,,,VP,215,,249,,0.0 ,,"3,118.3 ",,"3,060.0 ",,70.3 ,,69.0 ,,631.8 ,,"20,699.3 ",
,,,,Total,480,,653,,"8,713.0 ",,"16,539.4 ",,"14,170.4 ",,855.3 ,,771.4 ,,"14,511.5 ",,"113,668.3 ",
WA,Senior Svc Snohomish Cnty,,0033-D,DR,41,,49,,0.0 ,,"1,502.5 ",,"1,262.9 ",,82.3 ,,72.3 ,,162.0 ,,"1,449.7 ",
WA,Snohomish Cnty Transp BAC,,0029-B,MB,121,,169,,"4,618.6 ",,"6,277.4 ",,"4,613.8 ",,354.8 ,,291.3 ,,"5,603.7 ",,"39,611.3 ",
,,,,MBp,96,,139,,"2,802.7 ",,"4,583.0 ",,"2,802.7 ",,230.4 ,,107.1 ,,"2,690.0 ",,"64,849.1 ",
,,,,VP,278,,356,,0.0 ,,"3,894.8 ",,"3,788.8 ",,72.0 ,,70.1 ,,776.9 ,,"20,707.5 ",
,,,,Total,495,,664,,"7,421.4 ",,"14,755.2 ",,"11,205.3 ",,657.2 ,,468.6 ,,"9,070.6 ",,"125,167.8 ",
WA,Spokane Transit Authority,,0002-B,DR,59,,63,,0.0 ,,"1,512.6 ",,"1,358.3 ",,105.7 ,,89.8 ,,263.2 ,,"2,049.3 ",
,,,,DRp,27,,31,,0.0 ,,"1,175.9 ",,991.4 ,,77.3 ,,63.8 ,,168.0 ,,"1,236.6 ",
,,,,MB,105,,127,,"4,665.2 ",,"5,042.4 ",,"4,641.9 ",,358.0 ,,336.4 ,,"8,370.5 ",,"32,358.4 ",
,,,,VP,30,,34,,0.0 ,,306.1 ,,299.7 ,,8.5 ,,8.2 ,,85.5 ,,"1,853.7 ",
,,,,Total,221,,255,,"4,665.2 ",,"8,037.0 ",,"7,291.4 ",,549.4 ,,498.2 ,,"8,887.2 ",,"37,498.0 ",
WA,Washington State Ferries,,0035-C,FB,22,,29,,"1,075.7 ",,"1,080.8 ",,"1,075.4 ",,135.8 ,,135.5 ,,"15,140.3 ",,"127,662.4 ",
WA,Whatcom Transp Auth,,0021-B,DR,28,,34,,0.0 ,,929.8 ,,778.9 ,,60.4 ,,52.3 ,,154.3 ,,"1,111.8 ",
,,,,DRp,8,,31,,0.0 ,,12.1 ,,10.1 ,,0.6 ,,0.5 ,,2.1 ,,12.2 ,
,,,,MB,30,,38,,"1,202.4 ",,"1,240.5 ",,"1,202.4 ",,89.0 ,,85.2 ,,"2,916.7 ",,"8,374.1 ",
,,,,Total,66,,103,,"1,202.4 ",,"2,182.4 ",,"1,991.4 ",,150.0 ,,138.0 ,,"3,073.1 ",,"9,498.1 ",
WA,Yakima Transit,,0006-B,DRp,13,,15,,0.0 ,,333.8 ,,223.4 ,,30.8 ,,19.1 ,,72.2 ,,345.4 ,
,,,,MB,14,,21,,565.3 ,,572.7 ,,540.9 ,,47.3 ,,45.0 ,,"1,283.5 ",,"3,593.4 ",
,,,,Total,27,,36,,565.3 ,,906.5 ,,764.3 ,,78.1 ,,64.1 ,,"1,355.8 ",,"3,938.8 ",
WI,Appleton-Valley Transit,,5001-B,DRp,39,,45,,0.0 ,,"1,063.7 ",,817.3 ,,78.6 ,,64.0 ,,128.1 ,,634.4 ,
,,,,MB,19,,24,,924.2 ,,963.6 ,,924.2 ,,62.1 ,,58.8 ,,971.8 ,,"3,829.0 ",
,,,,MBp,11,,11,,180.4 ,,307.9 ,,180.4 ,,12.1 ,,7.1 ,,67.3 ,,874.9 ,
,,,,Total,69,,80,,"1,104.6 ",,"2,335.2 ",,"1,921.9 ",,152.9 ,,129.9 ,,"1,167.2 ",,"5,338.2 ",
WI,Belle Urban System-Racine,,5006-B,DRp,27,,30,,0.0 ,,379.3 ,,352.7 ,,29.8 ,,28.1 ,,31.0 ,,351.0 ,
,,,,MB,26,,33,,"1,342.7 ",,"1,416.9 ",,"1,341.3 ",,107.6 ,,100.7 ,,"1,958.1 ",,"5,912.7 ",
,,,,Total,53,,63,,"1,342.7 ",,"1,796.2 ",,"1,694.0 ",,137.3 ,,128.8 ,,"1,989.1 ",,"6,263.7 ",
WI,Beloit Transit System,,5109-B,DRp,1,,2,,0.0 ,,7.3 ,,0.4 ,,0.3 ,,0.0 ,,0.2 ,,0.4 ,
,,,,MB,9,,12,,291.3 ,,307.5 ,,291.3 ,,18.9 ,,17.9 ,,262.7 ,,951.1 ,
,,,,Total,10,,14,,291.3 ,,314.8 ,,291.7 ,,19.2 ,,17.9 ,,263.0 ,,951.4 ,
WI,Chippewa Falls,,5133-B,DRp,8,,8,,0.0 ,,156.7 ,,156.7 ,,14.4 ,,14.4 ,,58.0 ,,132.8 ,
WI,Eau Claire Transit System,,5099-B,DRp,8,,11,,0.0 ,,275.8 ,,244.9 ,,19.8 ,,17.1 ,,52.6 ,,454.1 ,
,,,,MB,16,,29,,807.4 ,,822.4 ,,806.6 ,,54.6 ,,53.8 ,,"1,190.4 ",,"3,617.0 ",
,,,,Total,24,,40,,807.4 ,,"1,098.2 ",,"1,051.5 ",,74.4 ,,70.9 ,,"1,243.0 ",,"4,071.1 ",
WI,Green Bay Transit,,5002-B,DRp,31,,31,,0.0 ,,"1,084.5 ",,640.7 ,,64.9 ,,51.9 ,,97.0 ,,640.7 ,
,,,,MB,39,,39,,"1,307.6 ",,"1,341.1 ",,"1,303.5 ",,85.1 ,,80.2 ,,"1,624.8 ",,"5,069.8 ",
,,,,Total,70,,70,,"1,307.6 ",,"2,425.5 ",,"1,944.2 ",,150.0 ,,132.1 ,,"1,721.8 ",,"5,710.4 ",
WI,Janesville Transit System,,5108-B,DRp,1,,6,,0.0 ,,13.5 ,,13.5 ,,2.5 ,,2.5 ,,4.2 ,,13.5 ,
,,,,MB,14,,23,,455.9 ,,476.6 ,,455.7 ,,31.6 ,,29.4 ,,487.2 ,,"1,690.6 ",
,,,,Total,15,,29,,455.9 ,,490.1 ,,469.2 ,,34.1 ,,32.0 ,,491.4 ,,"1,704.1 ",
WI,Kenosha Transit,,5003-B,DRp,6,,6,,0.0 ,,123.9 ,,78.8 ,,8.7 ,,7.0 ,,19.2 ,,79.6 ,
,,,,LR,1,,5,,18.6 ,,18.9 ,,18.6 ,,3.0 ,,2.7 ,,46.4 ,,0.0 ,W
,,,,MB,44,,52,,"1,074.7 ",,"1,137.9 ",,"1,071.8 ",,82.7 ,,76.1 ,,"1,946.4 ",,"5,889.6 ",
