State,Name,ID,Org Type,Mode,TOS, VOMS,Vehicles Available for Maximum Service,,Service Supplied (Thousands),,,,,,,,,,Unlinked Passenger Trips,,,
TX,"Metropolitan Transit Authority of Harris County, Texas (Metro)",,,,,,,,,,,,,,,,,,,,,
,,6008,B,DR,PT,450,"1,190",,0.0 ,,"15,464.3 ",,"13,526.5 ",,817.4 ,,738.2 ,,"1,504.6 ",,"16,602.3 ",
,,6008,B,LR,DO,17,18,,795.7 ,,857.7 ,,805.6 ,,68.9 ,,58.5 ,,"10,233.6 ",,"25,566.0 ",
,,6008,B,MB,DO,967,"1,170",,"33,339.7 ",,"39,330.0 ",,"33,150.3 ",,"2,545.8 ",,"2,299.7 ",,"65,774.3 ",,"381,432.2 ",
,,6008,B,MB,PT,194,230,,"8,422.4 ",,"10,332.4 ",,"8,405.4 ",,618.1 ,,548.8 ,,"15,772.6 ",,"93,142.5 ",
,,6008,B,VP,PT,313,347,,0.0 ,,"4,198.9 ",,"4,198.9 ",,133.7 ,,133.7 ,,"1,269.9 ",,"35,277.6 ",
,,,,Total,,"1,941","2,955",,"42,557.9 ",,"70,183.3 ",,"60,086.6 ",,"4,183.9 ",,"3,778.8 ",,"94,555.1 ",,"552,020.5 ",
TX,Midland-Odessa Urban Transit District (EZ RIDER),,,,,,,,,,,,,,,,,,,,,
,,6097,A,DR,DO,4,5,,0.0 ,,94.2 ,,56.1 ,,5.2 ,,3.4 ,,14.6 ,,0.0 ,W
,,6097,A,MB,DO,11,14,,625.1 ,,703.3 ,,624.0 ,,43.1 ,,40.5 ,,298.6 ,,0.0 ,W
,,,,Total,,15,19,,625.1 ,,797.5 ,,680.1 ,,48.4 ,,43.9 ,,313.2 ,,0.0 ,Q
TX,Port Arthur Transit (PAT),,,,,,,,,,,,,,,,,,,,,
,,6013,A,DR,DO,4,6,,0.0 ,,103.3 ,,91.8 ,,7.5 ,,6.4 ,,20.4 ,,103.5 ,
,,6013,A,MB,DO,5,10,,226.9 ,,229.9 ,,226.9 ,,14.4 ,,14.2 ,,116.7 ,,828.3 ,
,,,,Total,,9,16,,226.9 ,,333.2 ,,318.7 ,,21.9 ,,20.7 ,,137.1 ,,931.8 ,
TX,Texoma Council of Governments Transportation Department (TCOG),,,,,,,,,,,,,,,,,,,,,
,,6053,B,DR,PT,15,16,,0.0 ,,293.1 ,,271.0 ,,22.8 ,,20.5 ,,118.9 ,,570.5 ,
,,6053,B,MB,PT,2,4,,115.9 ,,124.7 ,,115.9 ,,3.6 ,,2.9 ,,17.0 ,,217.4 ,
,,,,Total,,17,20,,115.9 ,,417.8 ,,386.9 ,,26.4 ,,23.4 ,,135.9 ,,787.9 ,
TX,The Gulf Coast Center (Connect  Transit),,,,,,,,,,,,,,,,,,,,,
,,6082,B,DR,DO,35,36,,0.0 ,,"1,163.1 ",,920.8 ,,47.6 ,,40.2 ,,98.6 ,,"1,842.7 ",
,,6082,B,DR,PT,2,2,,0.0 ,,16.5 ,,14.2 ,,1.0 ,,0.9 ,,6.6 ,,24.1 ,
,,,,Total,,37,38,,0.0 ,,"1,179.6 ",,935.1 ,,48.6 ,,41.2 ,,105.2 ,,"1,866.8 ",
TX,VIA Metropolitan Transit (VIA),,,,,,,,,,,,,,,,,,,,,
,,6011,B,DR,DO,82,105,,0.0 ,,"4,761.0 ",,"3,664.8 ",Q,266.2 ,,210.2 ,Q,522.7 ,,"5,596.9 ",
,,6011,B,DR,PT,99,108,,0.0 ,,"5,179.0 ",,"3,721.7 ",Q,232.0 ,,168.8 ,Q,476.7 ,,"5,936.7 ",
,,6011,B,MB,DO,355,428,,"18,023.8 ",,"19,119.4 ",,"17,847.3 ",,"1,363.7 ",,"1,323.5 ",,"39,697.2 ",,"169,097.9 ",
,,,,Total,,536,641,,"18,023.8 ",,"29,059.3 ",,"25,233.8 ",,"1,861.9 ",,"1,702.6 ",,"40,696.6 ",,"180,631.6 ",
TX,"Waco Transit System, Inc. (WTS)",,,,,,,,,,,,,,,,,,,,,
,,6012,A,DR,DO,6,7,,0.0 ,,153.1 ,,139.0 ,,12.0 ,,10.4 ,,24.7 ,,128.0 ,
,,6012,A,MB,DO,15,18,,608.6 ,,622.5 ,,608.7 ,,45.0 ,,44.1 ,,545.5 ,,"3,191.5 ",
,,,,Total,,21,25,,608.6 ,,775.6 ,,747.7 ,,57.0 ,,54.5 ,,570.3 ,,"3,319.5 ",
UT,"City of Logan, dba: The Logan Transit District (LTD)",,,,,,,,,,,,,,,,,,,,,
,,8021,B,DR,PT,4,6,,0.0 ,,97.6 ,,91.2 ,,13.6 ,,13.1 ,,22.5 ,,88.3 ,
,,8021,B,MB,PT,15,20,,728.1 ,,742.1 ,,728.1 ,,57.1 ,,56.0 ,,"1,489.0 ",,"3,757.4 ",
,,,,Total,,19,26,,728.1 ,,839.7 ,,819.3 ,,70.7 ,,69.0 ,,"1,511.5 ",,"3,845.8 ",
UT,Utah Transit Authority (UTA),,,,,,,,,,,,,,,,,,,,,
,,8001,B,DR,DO,80,98,,0.0 ,,"2,831.2 ",Q,"2,562.2 ",Q,182.2 ,,172.0 ,,291.9 ,,"3,847.4 ",
,,8001,B,DR,PT,66,74,,0.0 ,,"2,100.9 ",,"1,616.1 ",,112.5 ,,90.2 ,,191.1 ,,"2,539.1 ",
,,8001,B,LR,DO,42,51,,"2,622.3 ",,"2,758.8 ",Q,"2,744.9 ",Q,234.3 ,,232.5 ,,"14,323.8 ",,"76,561.5 ",
,,8001,B,MB,DO,384,548,,"17,462.2 ",,"19,772.2 ",Q,"16,804.9 ",,"1,231.5 ",Q,898.3 ,Q,"22,364.7 ",Q,"75,141.7 ",Q
,,8001,B,VP,DO,288,292,,0.0 ,,"5,635.1 ",,"5,562.0 ",,138.2 ,,135.9 ,,"1,063.0 ",,"48,322.5 ",
,,,,Total,,860,"1,063",,"20,084.5 ",,"33,098.2 ",,"29,290.2 ",,"1,898.7 ",,"1,528.9 ",,"38,234.4 ",,"206,412.3 ",
VA,Blacksburg Transit (BT),,,,,,,,,,,,,,,,,,,,,
,,3091,A,DR,DO,3,8,,0.0 ,,71.1 ,,56.2 ,,7.0 ,,5.9 ,,11.3 ,,29.9 ,
,,3091,A,MB,DO,25,35,,486.1 ,,743.6 ,,663.4 ,,70.6 ,,67.1 ,,"2,385.1 ",,0.0 ,W
,,,,Total,,28,43,,486.1 ,,814.7 ,,719.6 ,,77.6 ,,73.0 ,,"2,396.4 ",,29.9 ,Q
VA,Charlottesville Transit Service (CTS),,,,,,,,,,,,,,,,,,,,,
,,3036,B,DR,PT,26,70,,0.0 ,,441.2 ,,439.3 ,,22.6 ,,22.4 ,,62.9 ,,619.5 ,
,,3036,B,MB,DO,21,35,,907.8 ,,911.1 ,,900.6 ,,75.4 ,,74.9 ,,"1,385.3 ",,"5,624.2 ",
,,,,Total,,47,105,,907.8 ,,"1,352.3 ",,"1,339.9 ",,98.1 ,,97.3 ,,"1,448.2 ",,"6,243.7 ",
VA,City of Alexandria - Alexandria Transit Company (Dash),,,,,,,,,,,,,,,,,,,,,
,,3071,A,MB,DO,47,57,,"1,208.1 ",,"1,381.4 ",,"1,208.1 ",,132.1 ,,123.2 ,,"3,323.0 ",,"9,284.9 ",
VA,City of Danville Mass Transit System (Danville Transit),,,,,,,,,,,,,,,,,,,,,
,,3069,A,DR,DO,4,7,,0.0 ,,97.5 ,,56.4 ,,6.1 ,,3.7 ,,17.5 ,,64.9 ,
,,3069,A,MB,DO,7,9,,272.5 ,,272.0 ,,259.5 ,,19.1 ,,18.4 ,,204.2 ,,240.8 ,
,,,,Total,,11,16,,272.5 ,,369.5 ,,316.0 ,,25.2 ,,22.1 ,,221.8 ,,305.7 ,
VA,City of Fairfax CUE Bus (CUE),,,,,,,,,,,,,,,,,,,,,
,,3058,A,MB,DO,8,12,,457.2 ,,472.5 ,,457.2 ,,35.7 ,,35.2 ,,"1,061.5 ",,"4,153.6 ",
VA,City of Harrisonburg Department of Public Transportation (Harrisonburg Transit),,,,,,,,,,,,,,,,,,,,,
,,3094,B,DR,DO,5,7,,0.0 ,,86.0 ,,61.4 ,,9.1 ,,6.6 ,,19.7 ,,61.9 ,
,,3094,B,DR,PT,2,5,,0.0 ,,0.4 ,,0.4 ,,0.0 ,,0.0 ,,0.1 ,,0.4 ,
,,3094,B,MB,DO,18,24,,417.1 ,,448.2 ,,420.3 ,,41.4 ,,40.0 ,,"1,130.2 ",,"2,554.2 ",
,,,,Total,,25,36,,417.1 ,,534.6 ,,482.1 ,,50.6 ,,46.6 ,,"1,150.0 ",,"2,616.5 ",
VA,Fairfax Connector Bus System (Fairfax Connector),,,,,,,,,,,,,,,,,,,,,
,,3068,B,MB,PT,142,170,,"6,986.8 ",,"7,964.5 ",,"6,941.1 ",,505.7 ,,447.9 ,,"8,474.1 ",,"57,855.6 ",
VA,Fredericksburg Regional Transit (FRED),,,,,,,,,,,,,,,,,,,,,
,,3079,A,MB,DO,17,21,,588.2 ,,592.7 ,,589.7 ,,39.5 ,,38.4 ,,328.7 ,,"2,439.2 ",
VA,Greater Lynchburg Transit Company (GLTC),,,,,,,,,,,,,,,,,,,,,
,,3008,A,DR,DO,3,4,,0.0 ,,103.9 ,,98.9 ,,6.8 ,,5.3 ,,14.0 ,,82.0 ,
,,3008,A,MB,DO,18,25,,669.8 ,,"1,053.5 ",,"1,033.3 ",,71.4 ,,70.1 ,,"1,104.3 ",,"6,178.8 ",
,,,,Total,,21,29,,669.8 ,,"1,157.3 ",,"1,132.2 ",,78.2 ,,75.4 ,,"1,118.3 ",,"6,260.9 ",
VA,Greater Richmond Transit Company (GRTC Transit System),,,,,,,,,,,,,,,,,,,,,
,,3006,B,DR,PT,37,50,,0.0 ,,"1,788.5 ",,"1,463.4 ",,103.5 ,,88.4 ,,197.0 ,,"2,220.2 ",
,,3006,B,MB,DO,145,169,,"4,484.7 ",,"4,909.9 ",,"4,481.0 ",,440.9 ,,402.2 ,,"12,415.1 ",,"33,104.5 ",
,,3006,B,VP,PT,41,43,,0.0 ,,"1,204.7 ",,"1,204.7 ",,24.1 ,,24.1 ,,150.7 ,,"9,738.0 ",
,,,,Total,,223,262,,"4,484.7 ",,"7,903.0 ",,"7,149.1 ",,568.5 ,,514.7 ,,"12,762.7 ",,"45,062.7 ",
VA,Greater Roanoke Transit Company (Valley Metro),,,,,,,,,,,,,,,,,,,,,
,,3007,B,DR,PT,16,49,,0.0 ,,468.4 ,,468.4 ,,38.4 ,,38.4 ,,42.0 ,,468.4 ,
,,3007,B,MB,DO,31,44,,"1,506.2 ",,"1,606.8 ",,"1,506.2 ",,112.3 ,,107.3 ,,"1,923.3 ",,"8,731.9 ",
,,,,Total,,47,93,,"1,506.2 ",,"2,075.3 ",,"1,974.6 ",,150.7 ,,145.7 ,,"1,965.3 ",,"9,200.3 ",
VA,Loudoun County Commuter Bus Service - Office of Transportation Services (LC Transit),,,,,,,,,,,,,,,,,,,,,
,,3081,B,MB,PT,21,24,,635.5 ,,"1,099.6 ",,634.8 ,,39.6 ,,22.2 ,,515.4 ,,"17,050.7 ",
VA,Petersburg Area Transit (PAT),,,,,,,,,,,,,,,,,,,,,
,,3009,A,DR,DO,2,3,,0.0 ,,46.5 ,,44.5 ,,5.0 ,,4.7 ,,8.0 ,,45.1 ,
,,3009,A,MB,DO,12,13,,445.1 ,,458.6 ,,445.4 ,,33.5 ,,32.6 ,,464.8 ,,"1,723.6 ",
,,,,Total,,14,16,,445.1 ,,505.1 ,,489.9 ,,38.5 ,,37.3 ,,472.8 ,,"1,768.8 ",
VA,Potomac and Rappahannock Transportation Commission (PRTC),,,,,,,,,,,,,,,,,,,,,
,,3070,B,MB,PT,79,108,,"2,515.8 ",,"3,869.3 ",,"2,505.4 ",,163.6 ,,123.0 ,,"2,086.7 ",,"36,737.3 ",
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit (HRT)",,,,,,,,,,,,,,,,,,,,,
,,3083,B,DR,PT,80,82,,0.0 ,,"2,557.4 ",,"2,132.9 ",,167.3 ,,134.8 ,,220.6 ,,"1,976.9 ",
,,3083,B,FB,PT,2,3,,12.3 ,,12.3 ,,12.3 ,,6.1 ,,6.1 ,,355.2 ,,177.6 ,
,,3083,B,MB,DO,276,342,,"9,833.0 ",,"10,901.8 ",,"9,842.1 ",,789.2 ,,720.7 ,,"22,971.5 ",,"96,961.1 ",
,,3083,B,VP,DO,32,45,,0.0 ,,600.6 ,,600.6 ,,34.1 ,,34.1 ,,166.8 ,,"6,172.5 ",
,,,,Total,,390,472,,"9,845.3 ",,"14,072.1 ",,"12,587.9 ",,996.7 ,,895.7 ,,"23,714.1 ",,"105,288.1 ",
VA,Virginia Railway Express (VRE),,,,,,,,,,,,,,,,,,,,,
,,3073,B,CR,PT,69,86,,"1,785.7 ",,"1,993.1 ",,"1,785.7 ",,68.3 ,,53.0 ,,"3,654.3 ",,"109,255.8 ",
VA,Williamsburg Area Transport (WAT),,,,,,,,,,,,,,,,,,,,,
,,3076,A,DR,DO,3,4,,0.0 ,,64.6 ,,51.3 ,,4.9 ,,4.1 ,,6.9 ,,50.0 ,
,,3076,A,MB,DO,10,12,,527.9 ,,555.0 ,,533.2 ,,36.3 ,,35.0 ,,520.5 ,,"2,498.3 ",
,,,,Total,,13,16,,527.9 ,,619.7 ,,584.6 ,,41.2 ,,39.1 ,,527.4 ,,"2,548.3 ",
VT,Chittenden County Transportation Authority (CCTA),,,,,,,,,,,,,,,,,,,,,
,,1066,B,DR,PT,13,15,,0.0 ,,301.1 ,,291.8 ,,21.4 ,,20.7 ,,32.4 ,,202.0 ,
,,1066,B,MB,DO,35,52,,"1,128.7 ",,"1,241.0 ",,"1,184.9 ",,98.4 ,,91.0 ,,"1,887.1 ",,"6,015.9 ",
,,1066,B,VP,DO,3,4,,0.0 ,,33.3 ,,33.3 ,,0.7 ,,0.7 ,,8.8 ,,279.9 ,
,,,,Total,,51,71,,"1,128.7 ",,"1,575.4 ",,"1,510.0 ",,120.5 ,,112.4 ,,"1,928.3 ",,"6,497.8 ",
WA, Everett Transit (ET),,,,,,,,,,,,,,,,,,,,,
,,0005,A,DR,DO,14,18,,0.0 ,,431.2 ,,387.0 ,,39.5 ,,36.9 ,,91.4 ,,387.5 ,
,,0005,A,MB,DO,34,40,,"1,094.8 ",,"1,236.3 ",,"1,093.7 ",,95.7 ,,90.4 ,,"1,957.5 ",,"7,142.9 ",
,,,,Total,,48,58,,"1,094.8 ",,"1,667.4 ",,"1,480.7 ",,135.2 ,,127.2 ,,"2,048.8 ",,"7,530.4 ",
WA,Ben Franklin Transit (BFT),,,,,,,,,,,,,,,,,,,,,
,,0018,B,DR,DO,68,78,,0.0 ,,"1,987.3 ",,"1,757.1 ",,110.7 ,,102.0 ,,374.4 ,,"2,032.7 ",
,,0018,B,DR,PT,30,44,,0.0 ,,932.1 ,Q,932.1 ,Q,49.1 ,Q,49.1 ,Q,202.0 ,Q,"1,580.1 ",Q
,,0018,B,MB,DO,53,63,,"2,367.6 ",,"2,553.5 ",,"2,374.7 ",,150.9 ,,142.2 ,,"3,066.9 ",,"20,587.4 ",
,,0018,B,VP,DO,213,223,,0.0 ,,"2,822.0 ",,"2,778.0 ",,64.3 ,,62.4 ,,733.4 ,,"28,677.4 ",
,,,,Total,,364,408,,"2,367.6 ",,"8,295.0 ",,"7,841.9 ",,375.1 ,,355.8 ,,"4,376.8 ",,"52,877.6 ",
WA,Central Puget Sound Regional Transit Authority (ST),,,,,,,,,,,,,,,,,,,,,
,,0040,B,CR,PT,30,69,,533.3 ,,540.0 ,,533.0 ,,17.8 ,,14.2 ,,"1,268.0 ",,"31,876.8 ",
,,0040,B,LR,DO,2,3,,96.3 ,,96.2 ,,96.2 ,,9.6 ,,9.6 ,,884.9 ,,982.2 ,
,,0040,B,MB,PT,180,228,,"10,050.4 ",,"11,874.6 ",,"10,254.7 ",,562.2 ,,418.2 ,,"8,815.8 ",,"147,837.3 ",
,,,,Total,,212,300,,"10,680.0 ",,"12,510.8 ",,"10,883.9 ",,589.5 ,,442.0 ,,"10,968.7 ",,"180,696.4 ",
WA,City of Seattle - Seattle Center Monorail Transit,,,,,,,,,,,,,,,,,,,,,
,,0023,B,MO,PT,8,8,,161.4 ,,161.4 ,,161.4 ,,15.6 ,,15.6 ,,"1,506.2 ",,"1,355.6 ",
WA,Clark County Public Transportation Benefit Area Authority (C-Tran),,,,,,,,,,,,,,,,,,,,,
,,0024,A,DR,DO,42,52,,0.0 ,,"1,246.9 ",,"1,102.8 ",,80.5 ,,72.0 ,,196.5 ,,"1,139.9 ",
,,0024,A,MB,DO,77,111,,"3,682.2 ",,"4,090.5 ",,"3,702.4 ",,250.1 ,,231.2 ,,"5,615.0 ",,"29,694.7 ",
,,0024,A,VP,DO,1,1,,0.0 ,,0.6 ,,0.6 ,,0.0 ,,0.0 ,,1.0 ,,2.6 ,
,,,,Total,,120,164,,"3,682.2 ",,"5,338.0 ",,"4,805.8 ",,330.6 ,,303.2 ,,"5,812.4 ",,"30,837.2 ",
WA,Community Urban Bus Service (CUBS),,,,,,,,,,,,,,,,,,,,,
,,0016,B,DR,PT,8,9,,0.0 ,,142.4 ,,138.1 ,,14.3 ,,14.0 ,,43.0 ,,138.6 ,
,,0016,B,MB,DO,5,7,,215.9 ,,215.9 ,,215.8 ,,16.9 ,,16.9 ,,322.3 ,,"1,352.2 ",
,,,,Total,,13,16,,215.9 ,,358.3 ,,354.0 ,,31.2 ,,30.9 ,,365.3 ,,"1,490.8 ",
WA,Intercity Transit (I.T.),,,,,,,,,,,,,,,,,,,,,
,,0019,A,DR,DO,18,20,,0.0 ,,677.0 ,,611.7 ,,55.5 ,,47.9 ,,117.6 ,,753.2 ,
,,0019,A,MB,DO,44,53,,"2,126.5 ",,"2,238.3 ",,"2,126.5 ",,157.9 ,,151.7 ,,"2,869.8 ",,"11,268.3 ",
,,0019,A,VP,DO,113,125,,0.0 ,,"1,885.9 ",,"1,748.2 ",,47.6 ,,44.4 ,,382.0 ,,"13,998.5 ",
,,,,Total,,175,198,,"2,126.5 ",,"4,801.2 ",,"4,486.4 ",,261.0 ,,243.9 ,,"3,369.3 ",,"26,020.0 ",
WA,King County Department of Transportation - Metro Transit Division (King County Metro),,,,,,,,,,,,,,,,,,,,,
,,0001,B,DR,PT,471,475,,0.0 ,,"11,292.0 ",,"9,750.7 ",,788.1 ,,691.1 ,,"1,831.4 ",,"13,103.0 ",
,,0001,B,LR,DO,3,5,,38.8 ,,38.8 ,,38.8 ,,10.2 ,,10.1 ,,374.3 ,,380.3 ,
,,0001,B,MB,DO,"1,176","1,177",,"31,380.5 ",,"38,879.1 ",,"30,466.7 ",,"2,807.3 ",,"2,441.7 ",,"71,568.7 ",,"415,515.6 ",
,,0001,B,TB,DO,159,159,,"3,623.5 ",,"3,288.6 ",,"3,123.1 ",,459.0 ,,440.0 ,,"23,039.7 ",,"43,109.9 ",
,,0001,B,VP,DO,746,861,,0.0 ,,"9,083.0 ",,"9,083.0 ",,268.0 ,,268.0 ,,"1,795.6 ",,"42,790.5 ",
,,,,Total,,"2,555","2,677",,"35,042.8 ",,"62,581.5 ",,"52,462.3 ",,"4,332.6 ",,"3,850.9 ",,"98,609.7 ",,"514,899.3 ",
WA,Kitsap Transit,,,,,,,,,,,,,,,,,,,,,
,,0020,B,DR,DO,89,104,,0.0 ,,"2,331.3 ",,"2,095.1 ",,140.2 ,,123.2 ,,443.3 ,,"2,970.0 ",
,,0020,B,FB,PT,2,3,,52.2 ,,53.1 ,,52.2 ,,6.6 ,,6.6 ,,453.6 ,,736.3 ,
,,0020,B,MB,DO,88,109,,"2,569.6 ",,"2,858.0 ",,"2,565.9 ",,170.9 ,,144.3 ,,"4,127.3 ",,"19,118.4 ",
,,0020,B,VP,DO,120,125,,0.0 ,,"1,295.1 ",,"1,265.0 ",,46.8 ,,46.0 ,,289.9 ,,"6,315.0 ",
,,,,Total,,299,341,,"2,621.8 ",,"6,537.5 ",,"5,978.3 ",,364.5 ,,320.1 ,,"5,314.1 ",,"29,139.6 ",
WA,Link Transit,,,,,,,,,,,,,,,,,,,,,
,,0043,B,DR,DO,15,25,,0.0 ,,323.5 ,,250.8 ,,23.9 ,,20.2 ,,73.3 ,,313.4 ,
,,0043,B,DR,PT,5,15,,0.0 ,,79.4 ,,79.4 ,,4.6 ,,4.6 ,,21.8 ,,104.9 ,
,,0043,B,MB,DO,23,33,,"1,488.5 ",,"1,487.7 ",,"1,352.0 ",,74.2 ,,67.8 ,,711.0 ,,"8,162.2 ",
,,,,Total,,43,73,,"1,488.5 ",,"1,890.5 ",,"1,682.2 ",,102.7 ,,92.5 ,,806.0 ,,"8,580.5 ",
WA,Pierce County Ferry Operations (Pierce County Ferry),,,,,,,,,,,,,,,,,,,,,
,,0028,B,FB,PT,1,2,,40.8 ,,40.8 ,,40.8 ,,5.7 ,,5.7 ,,212.5 ,,"1,863.9 ",
WA,Pierce County Transportation Benefit Area Authority (Pierce Transit),,,,,,,,,,,,,,,,,,,,,
,,0003,B,DR,DO,32,36,,0.0 ,,788.3 ,Q,703.2 ,Q,59.5 ,Q,50.8 ,Q,152.9 ,,"1,272.6 ",
,,0003,B,DR,PT,56,64,,0.0 ,,"2,090.3 ",,"1,760.6 ",,126.7 ,,109.5 ,,262.8 ,,"2,514.6 ",
,,0003,B,MB,DO,135,193,,"6,910.3 ",,"7,833.8 ",,"6,907.3 ",,580.1 ,,530.8 ,,"12,245.5 ",,"46,009.1 ",
,,0003,B,VP,DO,261,293,,0.0 ,,"3,909.0 ",,"3,868.4 ",,104.2 ,,103.2 ,,734.4 ,,"23,988.8 ",
,,,,Total,,484,586,,"6,910.3 ",,"14,621.5 ",,"13,239.5 ",,870.5 ,,794.3 ,,"13,395.6 ",,"73,785.0 ",
WA,Senior Services of Snohomish County (Senior Services),,,,,,,,,,,,,,,,,,,,,
,,0033,E,DR,DO,45,51,,0.0 ,,"1,954.0 ",,"1,633.2 ",,111.1 ,,97.2 ,,208.9 ,,"1,946.8 ",
WA,Skagit Transit (SKAT),,,,,,,,,,,,,,,,,,,,,
,,0044,A,DR,DO,12,16,,0.0 ,,278.7 ,,278.7 ,,22.8 ,,22.8 ,,46.6 ,,0.0 ,W
,,0044,A,MB,DO,10,18,,415.6 ,Q,446.3 ,Q,415.6 ,Q,28.0 ,Q,25.0 ,Q,269.1 ,,0.0 ,W
,,0044,A,VP,DO,18,21,,0.0 ,,244.1 ,,244.1 ,,5.4 ,,5.4 ,,39.1 ,,0.0 ,W
,,,,Total,,40,55,,415.6 ,,969.0 ,,938.4 ,,56.2 ,,53.3 ,,354.8 ,,0.0 ,Q
WA,Snohomish County Transportation Benefit Area Corporation (Community Transit),,,,,,,,,,,,,,,,,,,,,
,,0029,B,MB,DO,144,172,,"6,646.3 ",,"8,756.4 ",,"6,639.9 ",,487.4 ,,416.2 ,,"6,609.5 ",,"46,599.0 ",
,,0029,B,MB,PT,71,91,,"1,464.3 ",,"2,842.4 ",,"1,464.2 ",,147.1 ,,59.2 ,,"1,610.3 ",,"30,296.0 ",
,,0029,B,VP,DO,263,296,,0.0 ,,"3,505.4 ",,"3,384.1 ",,63.9 ,,61.7 ,,647.5 ,,"17,480.8 ",
,,,,Total,,478,559,,"8,110.6 ",,"15,104.2 ",,"11,488.3 ",,698.5 ,,537.1 ,,"8,867.3 ",,"94,375.7 ",
WA,Spokane Transit Authority (STA),,,,,,,,,,,,,,,,,,,,,
,,0002,B,DR,DO,62,67,,0.0 ,,"1,350.3 ",,"1,229.3 ",,102.6 ,,87.6 ,,273.6 ,,"2,017.2 ",
,,0002,B,DR,PT,34,37,,0.0 ,,"1,277.3 ",,"1,104.0 ",,84.6 ,,71.1 ,,189.6 ,,"1,641.1 ",
,,0002,B,MB,DO,111,135,,"5,056.5 ",,"5,456.4 ",,"5,031.2 ",,393.3 ,,369.5 ,,"7,688.0 ",,"34,288.9 ",
,,0002,B,VP,DO,46,49,,0.0 ,,498.6 ,,490.8 ,,15.4 ,,15.2 ,,129.5 ,,"2,984.7 ",
,,,,Total,,253,288,,"5,056.5 ",,"8,582.6 ",,"7,855.4 ",,595.8 ,,543.4 ,,"8,280.8 ",,"40,931.9 ",
WA,Washington State Ferries (WSF),,,,,,,,,,,,,,,,,,,,,
,,0035,C,FB,DO,22,28,,951.5 ,,959.0 ,,950.7 ,,130.2 ,,129.4 ,,"23,881.0 ",,"183,049.4 ",
WA,Whatcom Transportation Authority (WTA),,,,,,,,,,,,,,,,,,,,,
,,0021,B,DR,DO,29,36,,0.0 ,,788.9 ,,684.0 ,,56.0 ,,49.7 ,,155.4 ,,989.8 ,
,,0021,B,DR,PT,8,52,,0.0 ,,11.7 ,,10.2 ,,0.7 ,,0.6 ,,2.4 ,,10.3 ,
,,0021,B,MB,DO,39,46,,"1,335.7 ",,"1,446.6 ",,"1,335.3 ",,102.6 ,,98.1 ,,"3,382.3 ",,"9,937.5 ",
,,,,Total,,76,134,,"1,335.7 ",,"2,247.2 ",,"2,029.5 ",,159.3 ,,148.5 ,,"3,540.2 ",,"10,937.6 ",
WA,Yakima Transit (YT),,,,,,,,,,,,,,,,,,,,,
,,0006,B,DR,PT,18,18,,0.0 ,,434.7 ,,418.1 ,,37.6 ,,33.9 ,,81.0 ,,418.1 ,
,,0006,B,MB,DO,15,24,,721.8 ,,741.8 ,,721.8 ,,52.3 ,,50.3 ,,"1,083.5 ",,"3,001.2 ",
,,0006,B,VP,DO,12,20,,0.0 ,,272.5 ,,272.5 ,,7.1 ,,7.1 ,,53.8 ,,"1,938.1 ",
,,,,Total,,45,62,,721.8 ,,"1,449.0 ",,"1,412.4 ",,96.9 ,,91.3 ,,"1,218.3 ",,"5,357.4 ",
WI,Belle Urban System - Racine (The Bus),,,,,,,,,,,,,,,,,,,,,
,,5006,B,DR,PT,10,24,,0.0 ,,264.5 ,Q,112.8 ,Q,25.1 ,Q,4.5 ,Q,17.2 ,,80.6 ,
,,5006,B,MB,DO,26,42,,"1,144.2 ",,"1,217.9 ",Q,"1,143.2 ",Q,95.6 ,Q,87.8 ,Q,"1,503.4 ",,"5,312.4 ",
,,,,Total,,36,66,,"1,144.2 ",,"1,482.3 ",,"1,256.1 ",,120.7 ,,92.4 ,,"1,520.6 ",,"5,393.1 ",
WI,Chippewa Falls General Public Shared-Ride Taxi System (CFTN),,,,,,,,,,,,,,,,,,,,,
,,5133,B,DR,PT,8,8,,0.0 ,,173.1 ,,173.1 ,,15.6 ,,15.6 ,,66.2 ,,156.7 ,
WI,City of Appleton - Valley Transit,,,,,,,,,,,,,,,,,,,,,
,,5001,B,DR,PT,44,58,,0.0 ,,944.9 ,,752.7 ,,59.9 ,,50.6 ,,126.0 ,,774.7 ,
,,5001,B,MB,DO,19,26,,858.8 ,,894.2 ,,861.1 ,,59.0 ,,56.3 ,,954.7 ,,"4,153.1 ",
,,5001,B,MB,PT,10,16,,161.0 ,,270.7 ,,161.0 ,,11.8 ,,7.9 ,,75.6 ,,"1,038.7 ",
,,,,Total,,73,100,,"1,019.8 ",,"2,109.8 ",,"1,774.8 ",,130.7 ,,114.8 ,,"1,156.3 ",,"5,966.5 ",
WI,City of Beloit Transit System (BTS),,,,,,,,,,,,,,,,,,,,,
,,5109,B,DR,PT,1,4,,0.0 ,,23.7 ,,9.9 ,,1.4 ,,0.6 ,,2.5 ,,9.9 ,
,,5109,B,MB,DO,9,12,,338.6 ,,356.7 ,,343.0 ,,22.6 ,,21.2 ,,271.3 ,,981.5 ,
,,,,Total,,10,16,,338.6 ,,380.4 ,,352.9 ,,24.0 ,,21.8 ,,273.8 ,,991.4 ,
WI,City of Waukesha Transit Commission (Waukesha Metro Transit),,,,,,,,,,,,,,,,,,,,,
