Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,0,,
Washita Valley Community Action Council,Chickasha,OK,6R04-001,6R04-60220,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,6,,$2.14 ,,0.11 ,,$29.01 ,,1.5 ,,$19.71 ,,$0.00 ,,,"$27,849 ",,"$255,992 ",,"12,991 ",,"8,825 ",,0 ,,"64,526 ",,No,,,,,,
County of Burlington,Mt. Holly,NJ,2208,20208,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"5,441,567 ",6,MB,PT,6,,$0.95 ,,0.07 ,,$76.79 ,,5.2 ,,$14.67 ,,$0.00 ,,,"$70,041 ",,"$1,077,312 ",,"73,433 ",,"14,030 ",,0 ,,"259,312 ",,No,,,,,,
Saline County Area Transit,Western,NE,7R04-050,7R04-70148,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$2.20 ,,0.09 ,,$68.86 ,,2.9 ,,$24.14 ,,$0.00 ,,,"$25,265 ",,"$277,436 ",,"11,495 ",,"4,029 ",,0 ,,"75,043 ",,No,,,,,,
American Samoa Government Dept. of Public Works,Pago Pago,AS,,9R06-99434,State Government Unit or Department of Transportation,Rural Reporter,0 ,6,DR,DO,6,,$0.92 ,,0.03 ,,$59.50 ,,2.0 ,,$30.26 ,,$0.00 ,,,"$21,291 ",,"$697,935 ",,"23,064 ",,"11,730 ",,0 ,,"128,251 ",,No,,,,,,
Sangamon County,Springfield,IL,,5R01-55307,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$2.57 ,,0.03 ,,$146.63 ,,1.5 ,,$95.81 ,,$0.00 ,,,"$18,692 ",,"$697,653 ",,"7,282 ",,"4,758 ",,0 ,,"129,226 ",,No,,,,,,
Ben HIll,Fitzgerald,GA,,4R03-44937,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$1.29 ,,0.04 ,,$37.78 ,,1.3 ,,$29.63 ,,$0.00 ,,,"$22,202 ",,"$511,520 ",,"17,264 ",,"13,540 ",,0 ,,"287,566 ",,No,,,,,,
McDuffie County Commission Transit,Thomson,GA,4R03-026,4R03-41055,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$0.81 ,,0.07 ,,$32.84 ,,3.0 ,,$11.11 ,,$0.00 ,,,"$20,204 ",,"$277,390 ",,"24,967 ",,"8,447 ",,0 ,,"117,343 ",,No,,,,,,
Vernon Council on Aging,Leesville,LA,6R02-028,6R02-60263,Area Agency on Aging,Rural Reporter,0 ,6,DR,DO,6,,$0.59 ,,0.02 ,,$38.98 ,,1.3 ,,$29.82 ,,$0.00 ,,,"$7,646 ",,"$384,770 ",,"12,902 ",,"9,871 ",,0 ,,"168,235 ",,No,,,,,,
Avera Creighton Hospital,Creighton,NE,7R04-036,7R04-70216,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,6,,$5.09 ,,0.10 ,,$43.07 ,,0.8 ,,$53.47 ,,$0.00 ,,,"$14,960 ",,"$157,302 ",,"2,942 ",,"3,652 ",,0 ,,"104,019 ",,No,,,,,,
Allegany County,Belmont,NY,2R02-015,2R02-20951,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,PT,6,,$0.59 ,,0.04 ,,$64.43 ,,3.8 ,,$16.80 ,,$0.00 ,,,"$33,939 ",,"$960,484 ",,"57,169 ",,"14,907 ",,0 ,,"424,276 ",,No,,,,,,
Jackson County Council on Aging,Scottsboro,AL,4R01-016,4R01-41180,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$0.71 ,,0.05 ,,$40.65 ,,2.9 ,,$14.25 ,,$0.00 ,,,"$20,913 ",,"$418,250 ",,"29,346 ",,"10,288 ",,0 ,,"129,642 ",,No,,,,,,
Greene County,Snow Hill,NC,4R06-018,4R06-41031,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$0.00 ,,0.00 ,,$53.42 ,,2.8 ,,$19.20 ,,$0.00 ,,,$0 ,,"$307,377 ",,"16,009 ",,"5,754 ",,0 ,,"155,371 ",,No,,,,,,
Yates County,Penn Yan,NY,,2R02-21000,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,6,,$1.00 ,,0.06 ,,$91.74 ,,5.7 ,,$16.15 ,,$0.00 ,,,"$40,206 ",,"$649,353 ",,"40,206 ",,"7,078 ",,0 ,,"174,727 ",,No,,,,,,
Liberty County Council on Aging,Chester,MT,8R02-015,8R02-80134,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$0.00 ,,0.00 ,,$44.98 ,,3.3 ,,$13.65 ,,$0.00 ,,,$0 ,,"$164,752 ",,"12,068 ",,"3,663 ",,0 ,,"37,131 ",,No,,,,,,
"Cody Council on Aging, Inc.",Cody,WY,8R05-054,8R05-80264,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,6,,$0.17 ,,0.02 ,,$9.91 ,,1.1 ,,$9.37 ,,$0.00 ,,,"$2,295 ",,"$126,451 ",,"13,500 ",,"12,760 ",,0 ,,"74,010 ",,No,,,,,,
Blackfeet Nation Transit Department,Browning,MT,8T01,88152,Tribe,Reduced Reporter,0 ,6,DR,DO,6,,$0.10 ,,0.01 ,,$132.26 ,,10.8 ,,$12.26 ,,$0.00 ,,,"$3,290 ",,"$410,007 ",,"33,445 ",,"3,100 ",,0 ,,"68,093 ",,No,,,,,,
Wabash County Transit,WABASH,IN,5R02-030,5R02-50441,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,6,,$1.02 ,,0.04 ,,$48.21 ,,2.1 ,,$23.43 ,,$0.00 ,,,"$24,450 ",,"$563,393 ",,"24,045 ",,"11,687 ",,0 ,,"162,738 ",,No,,,,,,
Interurban Transit Authority,Douglas,MI,5R03-038,5R03-50495,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,6,DR,DO,6,,$0.79 ,,0.07 ,,$67.89 ,,5.6 ,,$12.11 ,,$0.00 ,,,"$55,125 ",,"$848,544 ",,"70,079 ",,"12,499 ",,0 ,,"156,842 ",,No,,,,,,
Nemaha County Transit,Seneca,KS,7R02-009,7R02-70213,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$1.20 ,,0.09 ,,$65.46 ,,4.9 ,,$13.37 ,,$0.00 ,,,"$27,020 ",,"$300,087 ",,"22,438 ",,"4,584 ",,0 ,,"93,808 ",,No,,,,,,
Talbot County Transit,Talbotton,GA,4R03-046,4R03-41104,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$2.02 ,,0.06 ,,$36.25 ,,1.1 ,,$32.29 ,,$0.00 ,,,"$23,138 ",,"$369,188 ",,"11,434 ",,"10,185 ",,0 ,,"179,736 ",,No,,,,,,
Chase County,Imperial,NE,7R04-009,7R04-70128,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$0.47 ,,0.07 ,,$35.62 ,,5.1 ,,$7.01 ,,$0.00 ,,,"$14,058 ",,"$207,977 ",,"29,663 ",,"5,839 ",,0 ,,"74,383 ",,No,,,,,,
Haralson County Transit,Buchanan,GA,4R03-084,4R03-41085,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$1.28 ,,0.05 ,,$29.97 ,,1.1 ,,$27.51 ,,$0.00 ,,,"$8,909 ",,"$191,539 ",,"6,963 ",,"6,392 ",,0 ,,"95,232 ",,No,,,,,,
Red River Council on Aging,Coushatta,LA,6R02-019,6R02-60154,Area Agency on Aging,Rural Reporter,0 ,6,DR,DO,6,,$0.78 ,,0.04 ,,$56.98 ,,2.9 ,,$19.66 ,,$0.00 ,,,"$9,210 ",,"$232,688 ",,"11,833 ",,"4,084 ",,0 ,,"88,121 ",,No,,,,,,
Devils Lake Transit  (Senior Meals & Services),Devils Lake,ND,8R03-040,8R03-80122,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,6,,$1.54 ,,0.12 ,,$40.95 ,,3.1 ,,$13.02 ,,$0.00 ,,,"$40,970 ",,"$346,606 ",,"26,628 ",,"8,464 ",,0 ,,"53,204 ",,No,,,,,,
Pike Area Transit System,Troy,AL,4R01-030,4R01-41129,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$0.91 ,,0.05 ,,$43.36 ,,2.4 ,,$18.24 ,,$0.00 ,,,"$24,507 ",,"$490,132 ",,"26,873 ",,"11,304 ",,0 ,,"249,856 ",,No,,,,,,
Fulton County,Lewistown,IL,5R01-031,5R01-50304,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$0.44 ,,0.03 ,,$115.50 ,,6.8 ,,$17.08 ,,$0.00 ,,,"$11,302 ",,"$437,512 ",,"25,619 ",,"3,788 ",,0 ,,"76,481 ",,No,,,,,,
Greenville Transit,Greenville,MI,5R03-033,5R03-50404,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$2.09 ,,0.19 ,,$38.94 ,,3.5 ,,$11.11 ,,$0.00 ,,,"$60,999 ",,"$323,851 ",,"29,142 ",,"8,317 ",,0 ,,"81,084 ",,No,,,,,,
Iosco Transit Corporation,East Tawas,MI,5R03-041,5R03-50217,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$2.62 ,,0.16 ,,$57.75 ,,3.6 ,,$16.10 ,,$0.00 ,,,"$78,567 ",,"$481,946 ",,"29,932 ",,"8,345 ",,0 ,,"169,166 ",,No,,,,,,
Valley County Transit,Glasgow,MT,8R02-006,8R02-80183,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$0.82 ,,0.07 ,,$44.34 ,,3.9 ,,$11.45 ,,$0.00 ,,,"$49,750 ",,"$693,677 ",,"60,605 ",,"15,646 ",,0 ,,"128,495 ",,No,,,,,,
Southeast Missouri State University,Cape Girardeau,MO,7050,70050,University,Reduced Reporter,"52,900 ",6,MB,DO,6,,$0.00 ,,0.00 ,,$30.84 ,,33.0 ,,$0.93 ,,$0.00 ,,,$0 ,,"$304,872 ",,"326,278 ",,"9,885 ",,0 ,,"108,475 ",,No,,,,,,
Calaveras Transit Agency,San Andreas,CA,,9R02-99442,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,6,MB,PT,6,,$2.58 ,,0.08 ,,$99.62 ,,3.3 ,,$30.62 ,,$0.00 ,,,"$100,263 ",,"$1,187,855 ",,"38,789 ",,"11,924 ",,0 ,,"314,493 ",,No,,,,,,
"Liberty Place, Inc.",Whitehall,MT,8R02-042,8R02-80144,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,6,,$0.06 ,,0.01 ,,$131.08 ,,17.6 ,,$7.45 ,,$0.00 ,,,"$1,185 ",,"$147,332 ",,"19,773 ",,"1,124 ",,0 ,,"26,454 ",,No,,,,,,
St Martin Council on Aging,Breaux Bridge,LA,6R02-022,6R02-60195,Area Agency on Aging,Rural Reporter,0 ,6,DR,DO,6,,$0.90 ,,0.05 ,,$31.68 ,,1.8 ,,$17.36 ,,$0.00 ,,,"$8,821 ",,"$169,422 ",,"9,761 ",,"5,348 ",,0 ,,"97,408 ",,No,,,,,,
"Community Coordinated Transportation System, dba: River Cities Public Transit",Pierre,SD,,80298,Private-Non-Profit Corporation,Reduced Reporter,"156,777 ",6,DR,DO,6,,$7.40 ,,0.70 ,,$49.45 ,,4.7 ,,$10.56 ,,$0.00 ,,,"$299,084 ",,"$427,230 ",,"40,442 ",,"8,640 ",,0 ,,"72,279 ",,No,,,,,,
Adrian Dial-A-Ride,Adrian,MI,5R03-002,5R03-50323,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,PT,6,,$1.23 ,,0.18 ,,$37.26 ,,5.3 ,,$7.00 ,,$0.00 ,,,"$74,487 ",,"$422,296 ",,"60,350 ",,"11,334 ",,0 ,,"106,493 ",,No,,,,,,
"Borough of Pottstown, dba: Pottstown Area Rapid Transit ",Pottstown,PA,3077,30077,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"107,682 ",6,MB,PT,5,,$1.41 ,,0.16 ,,$104.80 ,,11.7 ,,$8.92 ,,$7.80 ,,,"$315,674 ",,"$1,995,531 ",,"223,639 ",,"19,041 ",,"255,834 ",,"260,365 ",,No,,,,,,
Transylvania County,Brevard,NC,4R06-047,4R06-41115,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,DO,5,,$0.19 ,,0.01 ,,$40.24 ,,3.1 ,,$12.89 ,,$0.00 ,,,"$4,610 ",,"$309,287 ",,"24,003 ",,"7,686 ",,0 ,,"111,212 ",,No,,,,,,
Municipality of Comerio,Comerio,PR,1R05-003,4R09-41182,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,5,,$0.00 ,,0.00 ,,$29.79 ,,9.5 ,,$3.14 ,,$0.00 ,,,$0 ,,"$125,567 ",,"40,001 ",,"4,215 ",,0 ,,"34,332 ",,No,,,,,,
"City of Niles , dba: Niles Dial-A-Ride Transportation",Niles,MI,5038,50038,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"278,165 ",6,DR,DO,5,,$0.99 ,,0.06 ,,$62.42 ,,3.6 ,,$17.12 ,,$0.00 ,,,"$27,308 ",,"$473,591 ",,"27,666 ",,"7,587 ",,0 ,,"99,941 ",,No,,,,,,
City of Arvin,Arvin,CA,9R02-056,9R02-91027,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,5,,$0.73 ,,0.08 ,,$90.04 ,,10.4 ,,$8.68 ,,$0.00 ,,,"$56,201 ",,"$667,167 ",,"76,843 ",,"7,410 ",,0 ,,"120,610 ",,No,,,,,,
Special Mobility Services,Portland,OR,0R03-024,0R03-00386,Private-Non-Profit Corporation,Rural Reporter,0 ,6,MB,DO,5,,$2.08 ,,0.04 ,,$83.18 ,,1.7 ,,$48.89 ,,$0.00 ,,,"$19,976 ",,"$469,553 ",,"9,605 ",,"5,645 ",,0 ,,"147,334 ",,No,,,,,,
Minnesota River Valley Transit,St Peter,MN,,5R04-55325,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,6,DR,DO,5,,$1.62 ,,0.18 ,,$60.30 ,,6.6 ,,$9.14 ,,$0.00 ,,,"$118,484 ",,"$669,778 ",,"73,260 ",,"11,107 ",,0 ,,"104,479 ",,No,,,,,,
City of Cottage Grove,Cottage Grove,OR,0R02-049,0R02-00290,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,PT,5,,$3.38 ,,0.07 ,,$48.05 ,,1.1 ,,$45.20 ,,$0.00 ,,,"$23,117 ",,"$309,333 ",,"6,844 ",,"6,438 ",,0 ,,"69,665 ",,No,,,,,,
"Town of Warwick , dba: Warwick Dial A Bus",Warwick,NY,2214,20214,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"423,566 ",6,DR,DO,5,,$1.37 ,,0.04 ,,$91.18 ,,2.7 ,,$33.95 ,,$0.00 ,,,"$25,161 ",,"$624,549 ",,"18,396 ",,"6,850 ",,0 ,,"92,045 ",,No,,,,,,
"City of Glens Falls , dba: Greater Glens Falls Transit",Queensbury,NY,2120,20120,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"65,443 ",6,MB,DO,5,,$0.85 ,,0.16 ,,$84.92 ,,15.5 ,,$5.48 ,,$0.00 ,,,"$249,210 ",,"$1,603,291 ",,"292,800 ",,"18,880 ",,0 ,,"334,180 ",,No,,,,,,
City of Cudahy,Cudahy,CA,,90262,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",6,DT,PT,5,,$0.50 ,,0.05 ,,$71.89 ,,6.6 ,,$10.83 ,,$0.00 ,,,"$4,752 ",,"$102,944 ",,"9,503 ",,"1,432 ",,0 ,,"21,369 ",,No,,,,,,
Municipality of Coamo,Coamo,PR,,4R09-44942,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,5,,$0.00 ,,0.00 ,,$66.03 ,,1.1 ,,$59.64 ,,$0.00 ,,,$0 ,,"$73,958 ",,"1,240 ",,"1,120 ",,0 ,,"21,050 ",,No,,,,,,
Schuyler County,Watkins Glen,NY,2R02-073,2R02-20945,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,PT,5,,$0.65 ,,0.03 ,,$56.45 ,,2.7 ,,$21.12 ,,$0.00 ,,,"$17,983 ",,"$581,284 ",,"27,518 ",,"10,297 ",,0 ,,"205,238 ",,No,,,,,,
City of Marion,Marion,IN,5R02-027,5R02-50485,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,5,,$0.00 ,,0.00 ,,$95.97 ,,20.3 ,,$4.73 ,,$0.00 ,,,$0 ,,"$1,185,247 ",,"250,750 ",,"12,350 ",,0 ,,"202,973 ",,No,,,,,,
Washington County Commissioners,Marietta,OH,3098,5R05-55324,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,PT,5,,$0.52 ,,0.03 ,,$47.19 ,,2.4 ,,$19.34 ,,$0.00 ,,,"$8,003 ",,"$296,951 ",,"15,352 ",,"6,293 ",,0 ,,"91,785 ",,No,,,,,,
Confederated Tribes and Bands of The Yakama Nation,Toppenish,WA,0T03,00111,Tribe,Reduced Reporter,0 ,6,MB,DO,4,,$0.00 ,,0.00 ,,$67.95 ,,4.6 ,,$14.84 ,,$0.00 ,,,$0 ,,"$399,132 ",,"26,891 ",,"5,874 ",,0 ,,"158,847 ",,No,,,,,,
Madera County,Madera,CA,9R02-062,9R02-91005,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,CB,PT,4,,$1.75 ,,0.09 ,,$71.58 ,,3.7 ,,$19.60 ,,$0.00 ,,,"$47,238 ",,"$529,362 ",,"27,010 ",,"7,395 ",,0 ,,"214,648 ",,No,,,,,,
"City of Sierra Vista, dba: Vista Transit",Sierra Vista,AZ,9239,90239,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"52,745 ",6,MB,DO,4,,$0.61 ,,0.11 ,,$70.25 ,,12.7 ,,$5.52 ,,$0.00 ,,,"$85,761 ",,"$776,358 ",,"140,746 ",,"11,052 ",,0 ,,"133,492 ",,No,,,,,,
Plaquemines Parish Government,Belle Chasse,LA,6127,60127,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"899,703 ",6,DR,DO,4,,$0.00 ,,0.00 ,,$116.84 ,,2.3 ,,$51.35 ,,$1.30 ,,,$0 ,,"$568,552 ",,"11,073 ",,"4,866 ",,"437,054 ",,"101,055 ",,No,,,,,,
City of Hobbs,Hobbs,NM,6R03-005,6R03-60190,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,DO,4,,$0.62 ,,0.04 ,,$78.32 ,,5.6 ,,$14.00 ,,$0.00 ,,,"$33,248 ",,"$750,921 ",,"53,651 ",,"9,588 ",,0 ,,"129,098 ",,No,,,,,,
City of Maywood,Maywood,CA,,90284,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",6,DR,PT,4,,$1.00 ,,0.03 ,,$130.67 ,,4.0 ,,$32.80 ,,$0.00 ,,,"$6,193 ",,"$202,411 ",,"6,171 ",,"1,549 ",,0 ,,"24,921 ",,No,,,,,,
Municipality of Cayey,Cayey,PR,4122,40122,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ",6,MB,DO,4,,$0.00 ,,0.00 ,,$29.15 ,,12.4 ,,$2.34 ,,$0.00 ,,,$0 ,,"$88,630 ",,"37,846 ",,"3,040 ",,0 ,,"26,724 ",,No,,,,,,
"City of Pine Bluff, dba: Pine Bluff Transit",Pine Bluff,AR,6034,60034,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"53,495 ",6,MB,DO,4,,$0.74 ,,0.05 ,,$70.19 ,,4.9 ,,$14.40 ,,$0.00 ,,,"$38,874 ",,"$758,687 ",,"52,672 ",,"10,809 ",,0 ,,"151,227 ",,No,,,,,,
Municipality of Fajardo,Fajardo,PR,4164,40164,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"85,225 ",6,DR,DO,4,,$0.00 ,,0.00 ,,$50.79 ,,5.3 ,,$9.64 ,,$0.00 ,,,$0 ,,"$141,400 ",,"14,668 ",,"2,784 ",,0 ,,"28,555 ",,No,,,,,,
Lower Columbia Community Action Council,Longview,WA,0R03-004,0R03-00368,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,4,,$0.00 ,,0.00 ,,$43.18 ,,0.5 ,,$83.80 ,,$0.00 ,,,$0 ,,"$77,768 ",,928 ,,"1,801 ",,0 ,,"42,300 ",,No,,,,,,
City of Pendleton,Pendleton,OR,0R02-010,0R02-00359,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,PT,4,,$0.89 ,,0.11 ,,$28.11 ,,3.5 ,,$8.15 ,,$0.00 ,,,"$39,862 ",,"$364,365 ",,"44,732 ",,"12,963 ",,0 ,,"104,866 ",,No,,,,,,
CIty of Dinuba,Dinuba,CA,9R02-060,9R02-91040,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,PT,4,,$0.61 ,,0.07 ,,$69.00 ,,7.5 ,,$9.22 ,,$0.00 ,,,"$57,146 ",,"$868,601 ",,"94,201 ",,"12,588 ",,0 ,,"190,135 ",,No,,,,,,
Crow Tribe of Indians,Crow Agency,MT,8T14,88188,Tribe,Reduced Reporter,0 ,6,MB,DO,4,,$0.90 ,,0.01 ,,$93.45 ,,1.2 ,,$80.85 ,,$0.00 ,,,"$5,103 ",,"$456,890 ",,"5,651 ",,"4,889 ",,0 ,,"177,971 ",,No,,,,,,
City of Platteville,Platteville,WI,5R06-030,5R06-50431,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,PT,3,,$0.07 ,,0.02 ,,$37.63 ,,9.0 ,,$4.17 ,,$0.00 ,,,"$4,336 ",,"$263,338 ",,"63,099 ",,"6,998 ",,0 ,,"89,011 ",,No,,,,,,
Belknap-Merrimack CAP/Concord Area Transit,Concord,NH,1R04-005,1R04-10161,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,3,,$1.09 ,,0.05 ,,$35.07 ,,1.6 ,,$21.97 ,,$0.00 ,,,"$7,943 ",,"$160,197 ",,"7,291 ",,"4,568 ",,0 ,,"59,398 ",,No,,,,,,
SMART Transit,Lewiston,ID,0R01-007,0R01-00347,Private-Non-Profit Corporation,Rural Reporter,0 ,6,DR,DO,3,,$0.19 ,,0.01 ,,$90.37 ,,4.0 ,,$22.47 ,,$0.00 ,,,"$2,295 ",,"$273,287 ",,"12,163 ",,"3,024 ",,0 ,,"28,995 ",,No,,,,,,
City of Bell Gardens,Bell Gardens,CA,,90253,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",6,MB,PT,3,,$0.31 ,,0.07 ,,$59.92 ,,13.9 ,,$4.32 ,,$0.00 ,,,"$40,179 ",,"$566,208 ",,"131,018 ",,"9,450 ",,0 ,,"98,467 ",,No,,,,,,
City of Platteville,Platteville,WI,5R06-030,5R06-50431,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,PT,3,,$2.82 ,,0.28 ,,$29.46 ,,2.9 ,,$10.06 ,,$0.00 ,,,"$107,079 ",,"$381,985 ",,"37,981 ",,"12,968 ",,0 ,,"123,156 ",,No,,,,,,
Town of Truckee,Truckee,CA,9R02-054,9R02-91101,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,MB,PT,3,,$0.00 ,,0.00 ,,$128.02 ,,5.1 ,,$24.91 ,,$0.00 ,,,$0 ,,"$424,759 ",,"17,055 ",,"3,318 ",,0 ,,"59,099 ",,No,,,,,,
Belknap-Merrimack CAP/Concord Area Transit,Concord,NH,1R04-005,1R04-10161,Private-Non-Profit Corporation,Rural Reporter,0 ,6,MB,DO,3,,$0.92 ,,0.10 ,,$84.01 ,,9.1 ,,$9.24 ,,$0.00 ,,,"$68,922 ",,"$693,912 ",,"75,112 ",,"8,260 ",,0 ,,"129,089 ",,No,,,,,,
SMART Transit,Lewiston,ID,0R01-007,0R01-00347,Private-Non-Profit Corporation,Rural Reporter,0 ,6,MB,DO,3,,$0.00 ,,0.00 ,,$81.17 ,,28.4 ,,$2.86 ,,$0.00 ,,,$0 ,,"$552,911 ",,"193,275 ",,"6,812 ",,0 ,,"68,427 ",,No,,,,,,
City of Bell Gardens,Bell Gardens,CA,,90253,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",6,DR,PT,3,,$0.47 ,,0.03 ,,$75.29 ,,5.4 ,,$13.92 ,,$0.00 ,,,"$15,233 ",,"$450,936 ",,"32,402 ",,"5,989 ",,0 ,,"48,214 ",,No,,,,,,
Town of Truckee,Truckee,CA,9R02-054,9R02-91101,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,6,DR,PT,3,,$0.35 ,,0.01 ,,$122.21 ,,2.1 ,,$56.99 ,,$0.00 ,,,"$2,522 ",,"$408,659 ",,"7,171 ",,"3,344 ",,0 ,,"44,734 ",,No,,,,,,
"San Miguel Authority for Regional Transportation, dba: SMART",Telluride,CO,,8R01-88294,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,6,CB,PT,3,,$0.26 ,,0.03 ,,$47.28 ,,5.7 ,,$8.36 ,,$0.00 ,,,"$10,622 ",,"$340,430 ",,"40,741 ",,"7,201 ",,0 ,,"341,675 ",,No,,,,,,
SNTC-Mesquite,Laughlin,NV,9R04-037,9R04-91107,Private-Non-Profit Corporation,Rural Reporter,0 ,6,MB,DO,3,,$1.11 ,,0.15 ,,$60.58 ,,8.4 ,,$7.25 ,,$0.00 ,,,"$62,864 ",,"$411,902 ",,"56,853 ",,"6,799 ",,0 ,,"124,677 ",,No,,,,,,
Lower Columbia Community Action Council,Longview,WA,0R03-004,0R03-00368,Private-Non-Profit Corporation,Rural Reporter,0 ,6,CB,DO,2,,$2.05 ,,0.11 ,,$92.65 ,,4.9 ,,$18.86 ,,$0.00 ,,,"$35,463 ",,"$326,203 ",,"17,297 ",,"3,521 ",,0 ,,"122,260 ",,No,,,,,,
City of Maywood,Maywood,CA,,90284,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",6,MB,PT,2,,$0.00 ,,0.00 ,,$70.83 ,,36.2 ,,$1.96 ,,$0.00 ,,,$0 ,,"$199,312 ",,"101,853 ",,"2,814 ",,0 ,,"32,141 ",,No,,,,,,
