State,Name,ID,,Mode,,, Vehicles Available for Maximum Service,Annual Scheduled Vehicle Revenue Miles,Annual Vehicle Miles, Annual Vehicle Revenue Miles,Annual Vehicle Hours,Annual Vehicle Revenue Hours,Unlinked Passenger Trips,Passenger Miles
,,4004,B,VP,DO,32,32,0.0 ,484.5 ,447.3 ,23.3 ,22.0 ,152.0 ,"4,797.3 "
,,,Total,,,168,198,"4,025.5 ","6,347.5 ","5,432.8 ",417.4 ,376.5 ,"6,840.0 ","33,824.5 "
TX,Abilene Transit System (CityLink),,,,,,,,,,,,,
,,6040,A,DR,DO,18,18,0.0 ,608.2 ,591.3 ,43.7 ,42.6 ,106.0 ,561.8 
,,6040,A,MB,DO,21,21,384.2 ,395.8 ,384.2 ,29.4 ,28.7 ,482.8 ,"1,964.9 "
,,,Total,,,39,39,384.2 ,"1,003.9 ",975.6 ,73.2 ,71.2 ,588.8 ,"2,526.8 "
TX,Amarillo City Transit (ACT),,,,,,,,,,,,,
,,6001,A,DR,DO,5,7,0.0 ,196.3 ,179.7 ,15.6 ,14.2 ,23.5 ,196.3 
,,6001,A,MB,DO,12,17,659.5 ,659.5 ,645.1 ,41.2 ,40.1 ,349.4 ,"1,282.4 "
,,,Total,,,17,24,659.5 ,855.8 ,824.8 ,56.8 ,54.3 ,372.9 ,"1,478.7 "
TX,ATC / Vancom (ATC),,,,,,,,,,,,,
,,6092,D,DR,DO,164,160,0.0 ,"8,796.0 ","7,092.2 ",554.1 ,420.2 ,"1,169.7 ","8,870.5 "
TX,Beaumont Municipal Transit System (BMT),,,,,,,,,,,,,
,,6016,B,DR,DO,5,8,0.0 ,227.3 ,138.8 ,16.4 ,10.0 ,23.8 ,156.4 
,,6016,B,MB,DO,12,18,658.5 ,659.9 ,653.1 ,45.2 ,44.5 ,778.0 ,"3,361.4 "
,,,Total,,,17,26,658.5 ,887.2 ,791.9 ,61.6 ,54.5 ,801.8 ,"3,517.8 "
TX,Brazos Transit District (The District),,,,,,,,,,,,,
,,6059,B,DR,DO,6,8,0.0 ,128.5 ,128.5 ,6.3 ,6.3 ,17.6 ,134.1 
,,6059,B,MB,DO,8,10,437.7 ,475.8 ,458.1 ,27.5 ,25.2 ,235.1 ,861.1 
,,6059,B,MB,PT,15,15,357.2 ,357.2 ,357.2 ,14.0 ,14.0 ,316.7 ,363.6 
,,,Total,,,29,33,794.9 ,961.5 ,943.8 ,47.8 ,45.5 ,569.5 ,"1,358.8 "
TX,Capital Metropolitan Transportation Authority (CMTA),,,,,,,,,,,,,
,,6048,B,DR,DO,101,103,0.0 ,"3,141.9 ","2,646.2 ",220.1 ,199.3 ,387.9 ,"3,295.7 "
,,6048,B,DR,PT,2,2,0.0 ,22.5 ,17.6 ,1.1 ,0.9 ,2.6 ,35.4 
,,6048,B,MB,DO,277,283,"10,476.2 ","12,098.4 ","10,454.4 ",943.0 ,872.7 ,"24,187.3 ","83,897.8 "
,,6048,B,MB,PT,94,123,"3,689.3 ","4,262.5 ","3,678.0 ",289.9 ,262.6 ,"12,406.0 ","32,492.9 "
,,6048,B,VP,DO,104,152,0.0 ,"1,293.1 ","1,255.2 ",43.2 ,41.9 ,240.0 ,"4,755.0 "
,,,Total,,,578,663,"14,165.5 ","20,818.4 ","18,051.5 ","1,497.3 ","1,377.4 ","37,223.8 ","124,476.8 "
TX,City of Brownsville - Brownsville Urban System (BUS),,,,,,,,,,,,,
,,6014,A,DR,DO,8,12,0.0 ,242.8 ,228.9 ,22.0 ,20.3 ,51.4 ,228.9 
,,6014,A,MB,DO,14,29,693.4 ,718.3 ,677.4 ,56.0 ,53.8 ,"1,520.8 ","13,487.4 "
,,,Total,,,22,41,693.4 ,961.1 ,906.4 ,78.0 ,74.1 ,"1,572.3 ","13,716.3 "
TX,City of Denton Public Transportation Department (Link),,,,,,,,,,,,,
,,6076,B,DR,PT,6,6,0.0 ,114.9 ,96.4 ,11.7 ,10.7 ,19.3 ,96.2 
,,6076,B,MB,PT,22,22,245.9 ,341.6 ,235.9 ,63.2 ,50.0 ,439.7 ,661.9 
,,,Total,,,28,28,245.9 ,456.5 ,332.3 ,75.0 ,60.7 ,459.0 ,758.2 
TX,City of Grand Prairie Transportation Services Department (Grand Connection),,,,,,,,,,,,,
,,6068,A,DR,DO,7,11,0.0 ,93.7 ,81.9 ,11.4 ,9.9 ,26.6 ,226.0 
TX,City of Mesquite,,,,,,,,,,,,,
,,6070,A,DR,DO,10,15,0.0 ,231.5 ,219.9 ,15.2 ,14.7 ,37.4 ,343.6 
TX,City of San Angelo (SAMPO),,,,,,,,,,,,,
,,6037,A,DR,DO,6,8,0.0 ,196.1 ,189.3 ,13.3 ,12.7 ,26.2 ,151.7 
,,6037,A,MB,DO,5,7,285.8 ,292.6 ,285.8 ,17.3 ,17.0 ,190.2 ,"1,098.2 "
,,,Total,,,11,15,285.8 ,488.7 ,475.0 ,30.6 ,29.7 ,216.4 ,"1,250.0 "
TX,"City Transit Management Company, Inc. (Citibus)",,,,,,,,,,,,,
,,6010,A,DR,DO,14,24,0.0 ,476.1 ,363.1 ,32.3 ,28.0 ,71.0 ,482.6 
,,6010,A,MB,DO,53,53,"1,614.4 ","1,637.7 ","1,613.7 ",114.5 ,113.3 ,"5,265.6 ","15,322.9 "
,,,Total,,,67,77,"1,614.4 ","2,113.8 ","1,976.9 ",146.9 ,141.3 ,"5,336.6 ","15,805.5 "
TX,Corpus Christi Regional Transportation Authority (The B),,,,,,,,,,,,,
,,6051,B,DR,PT,31,36,0.0 ,"1,494.7 ","1,313.1 ",68.4 ,64.1 ,172.7 ,"1,545.4 "
,,6051,B,FB,PT,1,1,2.0 ,1.9 ,1.9 ,0.8 ,0.7 ,33.8 ,28.7 
,,6051,B,MB,DO,53,61,"2,361.0 ","2,610.4 ","2,344.8 ",186.7 ,176.9 ,"4,675.6 ","15,289.2 "
,,6051,B,MB,PT,12,13,617.8 ,737.0 ,617.7 ,33.7 ,30.2 ,515.1 ,"4,043.3 "
,,,Total,,,97,111,"2,980.8 ","4,844.1 ","4,277.6 ",289.6 ,271.9 ,"5,397.1 ","20,906.6 "
TX,"Dallas - VPSI, Inc.",,,,,,,,,,,,,
,,6084,E,VP,DO,109,116,0.0 ,"2,367.7 ","2,367.7 ",51.9 ,51.9 ,366.1 ,"13,628.0 "
TX,Dallas Area Rapid Transit (DART),,,,,,,,,,,,,
,,6056,B,CR,PT,21,33,785.9 ,832.6 ,785.9 ,39.9 ,38.8 ,"1,445.5 ","16,566.0 "
,,6056,B,DR,PT,2,4,0.0 ,141.6 ,134.4 ,9.7 ,8.9 ,34.2 ,167.4 
,,6056,B,LR,DO,83,91,"5,633.7 ","5,683.5 ","5,633.7 ",279.3 ,273.0 ,"16,996.4 ","120,674.1 "
,,6056,B,MB,DO,440,548,"21,078.6 ","24,615.7 ","21,125.7 ","1,741.4 ","1,584.9 ","45,693.1 ","171,664.2 "
,,6056,B,MB,PT,233,261,"9,913.6 ","11,907.7 ","9,950.7 ",691.5 ,575.9 ,"11,921.2 ","76,359.5 "
,,6056,B,VP,DO,71,71,0.0 ,"1,672.2 ","1,672.2 ",48.2 ,48.2 ,418.8 ,"17,968.6 "
,,,Total,,,850,"1,008","37,411.8 ","44,853.3 ","39,302.6 ","2,810.0 ","2,529.7 ","76,509.1 ","403,399.8 "
TX,First transit,,,,,,,,,,,,,
,,6087,D,DR,DO,98,117,0.0 ,"6,883.2 ","6,074.1 ",376.8 ,343.1 ,650.1 ,"7,523.4 "
,,6087,D,MB,DO,185,223,"7,792.2 ","10,122.0 ","7,793.9 ",580.3 ,511.3 ,"14,121.1 ","91,940.2 "
,,,Total,,,283,340,"7,792.2 ","17,005.2 ","13,868.1 ",957.1 ,854.5 ,"14,771.2 ","99,463.6 "
TX,Fort Worth Transportation Authority (The T),,,,,,,,,,,,,
,,6007,B,CR,PT,14,21,768.1 ,768.1 ,667.1 ,28.8 ,23.8 ,958.6 ,"13,765.7 "
,,6007,B,DR,DO,31,31,0.0 ,"1,603.4 ","1,547.0 ",93.4 ,91.9 ,158.1 ,"1,718.8 "
,,6007,B,DR,PT,47,47,0.0 ,"1,523.7 ","1,447.5 ",65.0 ,61.8 ,157.4 ,"1,548.1 "
,,6007,B,MB,DO,142,142,"4,169.0 ","4,515.3 ","3,911.8 ",388.1 ,352.5 ,"6,289.8 ","24,013.7 "
,,6007,B,MB,PT,2,2,12.2 ,22.3 ,12.2 ,1.6 ,1.4 ,13.5 ,34.9 
,,,Total,,,236,243,"4,949.3 ","8,432.9 ","7,585.6 ",577.0 ,531.3 ,"7,577.4 ","41,081.3 "
TX,Handitran Special Transit Division - City of Arlington,,,,,,,,,,,,,
,,6041,B,DR,DO,13,17,0.0 ,432.4 ,393.2 ,30.8 ,27.8 ,59.7 ,448.5 
,,6041,B,DR,PT,7,7,0.0 ,342.1 ,342.1 ,19.5 ,19.5 ,45.9 ,323.9 
,,,Total,,,20,24,0.0 ,774.5 ,735.3 ,50.2 ,47.3 ,105.6 ,772.4 
TX,Hill Country Transit District (The Hop),,,,,,,,,,,,,
,,6091,E,DR,DO,19,22,0.0 ,494.6 ,435.3 ,34.0 ,29.6 ,70.6 ,489.7 
,,6091,E,MB,DO,14,18,725.1 ,776.6 ,725.1 ,49.9 ,46.6 ,315.6 ,"1,676.4 "
,,,Total,,,33,40,725.1 ,"1,271.2 ","1,160.4 ",84.0 ,76.2 ,386.1 ,"2,166.1 "
TX,"Houston - VPSI, Inc.",,,,,,,,,,,,,
,,6085,E,VP,DO,235,270,0.0 ,"3,517.8 ","3,517.8 ",92.0 ,92.0 ,825.0 ,"24,782.8 "
TX,Island Transit,,,,,,,,,,,,,
,,6015,A,DR,DO,5,4,0.0 ,93.9 ,93.9 ,10.5 ,10.5 ,26.8 ,155.5 
,,6015,A,LR,DO,4,4,34.9 ,9.0 ,8.3 ,1.6 ,1.4 ,54.3 ,67.9 
,,6015,A,MB,DO,18,10,571.8 ,511.7 ,500.2 ,47.9 ,47.3 ,794.8 ,"1,657.7 "
,,,Total,,,27,18,606.7 ,614.5 ,602.4 ,60.0 ,59.2 ,876.0 ,"1,881.1 "
TX,"Laredo Transit Management, Inc. (El Metro)",,,,,,,,,,,,,
,,6009,A,DR,DO,17,20,0.0 ,320.3 ,159.1 ,35.5 ,24.3 ,48.3 ,145.7 
,,6009,A,MB,DO,34,49,"1,825.8 ","1,824.6 ","1,777.5 ",158.6 ,154.4 ,"4,964.5 ","21,535.2 "
,,,Total,,,51,69,"1,825.8 ","2,144.9 ","1,936.7 ",194.1 ,178.6 ,"5,012.8 ","21,680.8 "
TX,Lewisville Dial-A-Ride,,,,,,,,,,,,,
,,6074,B,DR,PT,5,8,0.0 ,151.7 ,127.7 ,11.1 ,9.7 ,26.3 ,161.2 
TX,Lower Rio Grande Valley Development Council (LRGVDC),,,,,,,,,,,,,
,,6090,B,DR,DO,3,3,0.0 ,55.4 ,10.2 ,7.5 ,5.7 ,9.7 ,0.0 
,,6090,B,DR,PT,3,3,0.0 ,55.4 ,45.8 ,7.5 ,5.7 ,9.7 ,0.0 
,,6090,B,MB,DO,11,16,32.3 ,120.8 ,107.9 ,3.1 ,8.8 ,103.4 ,0.0 
,,6090,B,MB,PT,11,16,427.3 ,345.1 ,310.9 ,34.4 ,24.8 ,274.6 ,0.0 
,,,Total,,,28,38,459.7 ,576.8 ,474.7 ,52.5 ,45.0 ,397.5 ,0.0 
TX,Mass Transit Department - City of El Paso (Sun Metro),,,,,,,,,,,,,
,,6006,A,DR,DO,50,75,0.0 ,"2,223.3 ","1,798.1 ",126.3 ,110.5 ,231.6 ,"2,139.4 "
,,6006,A,DR,PT,20,24,0.0 ,165.4 ,165.4 ,7.1 ,7.1 ,28.4 ,315.2 
,,6006,A,MB,DO,117,174,"7,010.2 ","7,086.5 ","6,823.2 ",557.4 ,546.0 ,"10,875.9 ","59,342.7 "
,,,Total,,,187,273,"7,010.2 ","9,475.1 ","8,786.6 ",690.8 ,663.7 ,"11,135.9 ","61,797.4 "
TX,"Metropolitan Transit Authority of Harris County, Texas (Metro)",,,,,,,,,,,,,
,,6008,B,DR,PT,412,955,0.0 ,"7,467.1 ","6,572.7 ",375.1 ,347.7 ,793.8 ,"7,662.1 "
,,6008,B,MB,DO,"1,017","1,223","37,349.8 ","44,363.1 ","37,199.4 ","2,882.3 ","2,624.5 ","76,611.5 ","417,399.2 "
,,,Total,,,"1,429","2,178","37,349.8 ","51,830.2 ","43,772.1 ","3,257.4 ","2,972.2 ","77,405.3 ","425,061.3 "
TX,Port Arthur Transit (PAT),,,,,,,,,,,,,
,,6013,A,DR,DO,4,6,0.0 ,99.6 ,89.3 ,6.4 ,5.3 ,22.0 ,131.7 
,,6013,A,MB,DO,6,10,245.5 ,249.1 ,246.1 ,16.2 ,15.9 ,121.3 ,630.8 
,,,Total,,,10,16,245.5 ,348.7 ,335.4 ,22.6 ,21.2 ,143.3 ,762.5 
TX,Texoma Council of Governments Transportation Department (TCOG),,,,,,,,,,,,,
,,6053,B,DR,PT,15,15,0.0 ,459.8 ,383.6 ,28.5 ,25.3 ,123.4 ,"1,089.2 "
TX,The Gulf Coast Center (Connect),,,,,,,,,,,,,
,,6082,A,DR,DO,32,36,0.0 ,960.8 ,796.7 ,39.4 ,33.6 ,95.9 ,"1,437.1 "
,,6082,A,DR,PT,2,2,0.0 ,16.1 ,14.1 ,0.7 ,0.6 ,6.3 ,25.2 
,,,Total,,,34,38,0.0 ,977.0 ,810.9 ,40.1 ,34.2 ,102.2 ,"1,462.3 "
TX,VIA Metropolitan Transit (VIA),,,,,,,,,,,,,
,,6011,B,DR,DO,89,105,0.0 ,"4,867.0 ","3,946.7 ",261.6 ,221.6 ,521.8 ,"5,717.9 "
,,6011,B,DR,PT,99,108,0.0 ,"5,147.4 ","3,970.3 ",229.0 ,185.5 ,469.6 ,"6,085.4 "
,,6011,B,MB,DO,401,498,"18,552.8 ","20,820.6 ","19,313.6 ","1,411.0 ","1,362.4 ","39,270.7 ","150,075.5 "
,,,Total,,,589,711,"18,552.8 ","30,834.9 ","27,230.7 ","1,901.6 ","1,769.4 ","40,262.0 ","161,878.9 "
TX,"Waco Transit System, Inc. (WTS)",,,,,,,,,,,,,
,,6012,A,DR,DO,6,7,0.0 ,134.9 ,120.7 ,11.0 ,9.5 ,22.2 ,111.0 
,,6012,A,MB,DO,15,18,561.1 ,579.1 ,561.7 ,41.7 ,40.5 ,613.9 ,"3,590.4 "
,,,Total,,,21,25,561.1 ,714.0 ,682.4 ,52.7 ,50.0 ,636.1 ,"3,701.4 "
UT,"City of Logan, dba: The Logan Transit District (LTD)",,,,,,,,,,,,,
,,8021,B,DR,PT,4,6,0.0 ,85.0 ,78.7 ,11.7 ,11.0 ,20.6 ,81.7 
,,8021,B,MB,PT,12,16,648.9 ,670.5 ,648.9 ,48.0 ,46.3 ,"1,358.0 ","3,830.9 "
,,,Total,,,16,22,648.9 ,755.5 ,727.6 ,59.7 ,57.3 ,"1,378.5 ","3,912.7 "
UT,Utah Transit Authority (UTA),,,,,,,,,,,,,
,,8001,A,DR,DO,80,140,0.0 ,"2,773.5 ","2,510.0 ",187.5 ,177.5 ,315.0 ,"4,089.0 "
,,8001,A,DR,PT,61,75,0.0 ,"2,357.5 ","2,015.7 ",140.3 ,116.2 ,208.8 ,"2,097.1 "
,,8001,A,LR,DO,34,40,"2,573.0 ","2,294.4 ","2,281.9 ",163.1 ,162.2 ,"9,814.1 ","55,205.5 "
,,8001,A,MB,DO,374,511,"20,033.0 ","19,033.7 ","17,353.8 ","1,237.9 ",938.2 ,"20,665.4 ","91,173.4 "
,,8001,A,VP,DO,180,230,0.0 ,"3,977.9 ","3,908.0 ",101.3 ,99.2 ,701.4 ,"32,004.8 "
,,,Total,,,729,996,"22,606.0 ","30,437.1 ","28,069.5 ","1,830.2 ","1,493.4 ","31,704.6 ","184,569.8 "
VA,Charlottesville Transit Service (CTS),,,,,,,,,,,,,
,,3036,B,DR,PT,26,77,0.0 ,389.3 ,386.5 ,23.1 ,22.5 ,61.1 ,605.2 
,,3036,B,MB,DO,21,35,945.3 ,949.4 ,935.9 ,79.2 ,78.3 ,"1,285.2 ","5,248.6 "
,,,Total,,,47,112,945.3 ,"1,338.6 ","1,322.4 ",102.3 ,100.8 ,"1,346.3 ","5,853.8 "
VA,City of Alexandria - Alexandria Transit Company (Dash),,,,,,,,,,,,,
,,3071,A,MB,DO,37,49,"1,187.4 ","1,282.3 ","1,181.4 ",124.9 ,114.5 ,"2,986.6 ","8,810.6 "
VA,City of Danville Mass Transit System (Danville Transit),,,,,,,,,,,,,
,,3069,A,DR,DO,4,5,0.0 ,91.1 ,58.8 ,5.9 ,4.1 ,16.0 ,47.7 
,,3069,A,MB,DO,7,9,268.9 ,266.3 ,255.9 ,18.9 ,18.3 ,203.6 ,243.9 
,,,Total,,,11,14,268.9 ,357.3 ,314.7 ,24.7 ,22.4 ,219.7 ,291.6 
VA,City of Fairfax CUE Bus (CUE),,,,,,,,,,,,,
,,3058,A,MB,DO,8,12,521.7 ,541.5 ,509.4 ,48.3 ,46.6 ,0.0 ,0.0 
VA,Fairfax Connector Bus System (Fairfax Connector),,,,,,,,,,,,,
,,3068,B,MB,PT,136,166,"6,328.1 ","7,158.4 ","5,947.5 ",428.5 ,382.5 ,"7,595.1 ","40,673.3 "
VA,Fredericksburg Regional Transit (FRED),,,,,,,,,,,,,
,,3079,A,MB,DO,12,17,426.1 ,427.4 ,426.1 ,27.2 ,26.7 ,236.2 ,0.0 
VA,Greater Lynchburg Transit Company (GLTC),,,,,,,,,,,,,
,,3008,A,DR,DO,3,4,0.0 ,103.6 ,99.1 ,7.6 ,5.1 ,13.0 ,80.7 
,,3008,A,MB,DO,17,25,667.6 ,"1,045.6 ","1,026.7 ",70.1 ,68.8 ,"1,106.4 ","6,089.1 "
,,,Total,,,20,29,667.6 ,"1,149.2 ","1,125.8 ",77.7 ,73.9 ,"1,119.5 ","6,169.8 "
VA,Greater Richmond Transit Company (GRTC),,,,,,,,,,,,,
,,3006,B,DR,PT,45,48,0.0 ,"1,734.0 ","1,397.3 ",112.5 ,96.9 ,199.5 ,"1,858.6 "
,,3006,B,MB,DO,149,166,"4,871.3 ","5,332.1 ","4,862.4 ",482.6 ,440.2 ,"11,843.5 ","33,136.2 "
,,3006,B,VP,PT,33,38,0.0 ,949.5 ,949.5 ,18.0 ,18.0 ,112.1 ,"7,052.1 "
,,,Total,,,227,252,"4,871.3 ","8,015.5 ","7,209.2 ",613.1 ,555.1 ,"12,155.2 ","42,046.9 "
VA,Greater Roanoke Transit Company (Valley Metro),,,,,,,,,,,,,
,,3007,B,DR,PT,16,16,0.0 ,375.0 ,375.0 ,32.7 ,32.7 ,35.2 ,375.0 
,,3007,B,MB,DO,31,40,"1,212.8 ","1,306.8 ","1,212.8 ",105.2 ,99.4 ,"1,913.3 ","8,686.5 "
,,,Total,,,47,56,"1,212.8 ","1,681.8 ","1,587.8 ",137.9 ,132.1 ,"1,948.5 ","9,061.5 "
VA,James City County Transit (JCCT),,,,,,,,,,,,,
,,3076,A,DR,DO,2,3,0.0 ,54.1 ,44.2 ,4.4 ,3.7 ,5.8 ,37.9 
,,3076,A,MB,DO,8,10,487.6 ,501.7 ,487.6 ,32.4 ,31.5 ,354.9 ,"1,277.8 "
,,,Total,,,10,13,487.6 ,555.8 ,531.7 ,36.8 ,35.2 ,360.7 ,"1,315.7 "
VA,Loudoun County Commuter Bus Service - Office of Transportation Services,,,,,,,,,,,,,
,,3081,B,MB,PT,15,18,416.7 ,945.5 ,528.8 ,30.9 ,17.5 ,281.8 ,"10,754.6 "
VA,Petersburg Area Transit (PAT),,,,,,,,,,,,,
,,3009,B,DR,PT,2,2,0.0 ,44.7 ,43.3 ,5.0 ,4.4 ,17.9 ,41.7 
,,3009,B,MB,DO,12,12,441.7 ,453.9 ,450.6 ,32.6 ,32.0 ,475.7 ,"1,189.2 "
,,,Total,,,14,14,441.7 ,498.7 ,493.9 ,37.6 ,36.4 ,493.5 ,"1,230.9 "
VA,Potomac and Rappahannock Transportation Commission (PRTC),,,,,,,,,,,,,
,,3070,B,MB,PT,70,83,"2,086.0 ","2,914.4 ","2,090.3 ",133.7 ,112.1 ,"1,832.4 ","31,566.5 "
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit (HRT)",,,,,,,,,,,,,
,,3083,B,DR,DO,59,66,0.0 ,"1,790.2 ","1,518.6 ",145.9 ,110.3 ,146.2 ,"1,057.6 "
,,3083,B,DR,PT,86,86,0.0 ,921.5 ,800.0 ,65.5 ,56.0 ,99.8 ,846.4 
,,3083,B,FB,PT,1,3,12.0 ,12.0 ,12.0 ,5.9 ,5.9 ,341.2 ,170.6 
,,3083,B,MB,DO,280,330,"9,461.5 ","10,347.0 ","9,403.3 ",799.0 ,732.8 ,"16,605.8 ","74,729.7 "
,,3083,B,VP,DO,40,46,0.0 ,703.9 ,703.9 ,33.7 ,33.7 ,219.3 ,"9,313.4 "
,,,Total,,,466,531,"9,473.5 ","13,774.6 ","12,437.8 ","1,049.9 ",938.5 ,"17,412.2 ","86,117.7 "
VA,Virginia Railway Express (VRE),,,,,,,,,,,,,
,,3073,B,CR,PT,63,93,"1,801.4 ","1,953.8 ","1,747.7 ",66.6 ,51.5 ,"3,180.0 ","95,724.4 "
VT,Chittenden County Transportation Authority (CCTA),,,,,,,,,,,,,
,,1066,B,DR,PT,12,14,0.0 ,327.6 ,186.7 ,27.9 ,19.6 ,28.8 ,186.7 
,,1066,B,MB,DO,48,47,963.9 ,"1,083.9 ",963.9 ,92.9 ,84.4 ,"1,654.7 ","4,971.2 "
,,1066,B,VP,PT,4,0,0.0 ,22.0 ,22.0 ,0.6 ,0.6 ,13.3 ,22.0 
,,,Total,,,64,61,963.9 ,"1,433.5 ","1,172.7 ",121.4 ,104.7 ,"1,696.8 ","5,179.9 "
WA, Everett Transit,,,,,,,,,,,,,
,,0005,A,DR,DO,13,14,0.0 ,385.0 ,344.4 ,35.8 ,33.3 ,81.5 ,384.8 
,,0005,A,MB,DO,34,40,"1,037.3 ","1,173.5 ","1,036.2 ",90.2 ,83.6 ,"1,924.0 ","6,553.3 "
,,,Total,,,47,54,"1,037.3 ","1,558.4 ","1,380.6 ",126.1 ,116.9 ,"2,005.5 ","6,938.1 "
WA,Ben Franklin Transit (BFT),,,,,,,,,,,,,
,,0018,B,DR,DO,75,75,0.0 ,"1,710.7 ","1,483.3 ",104.3 ,87.8 ,318.7 ,"1,737.5 "
,,0018,B,DR,PT,36,40,0.0 ,598.0 ,598.0 ,31.5 ,31.5 ,129.6 ,"1,014.1 "
,,0018,B,MB,DO,52,70,"2,530.0 ","2,484.9 ","2,311.2 ",139.7 ,128.2 ,"2,832.3 ","19,021.7 "
,,0018,B,VP,DO,163,163,0.0 ,"1,858.0 ","1,830.2 ",69.6 ,68.8 ,507.5 ,"19,844.1 "
,,,Total,,,326,348,"2,530.0 ","6,651.7 ","6,222.8 ",345.1 ,316.3 ,"3,788.1 ","41,617.3 "
WA,Central Puget Sound Regional Transit Authority (ST),,,,,,,,,,,,,
,,0040,B,CR,PT,26,69,382.5 ,386.9 ,382.0 ,12.2 ,9.8 ,751.2 ,"18,972.5 "
,,0040,B,LR,DO,2,3,34.4 ,34.5 ,34.4 ,1.8 ,1.8 ,266.8 ,0.0 
,,,Total,,,28,72,416.9 ,421.3 ,416.4 ,14.0 ,11.6 ,"1,018.0 ","18,972.5 "
WA,City of Seattle - Seattle Center Monorail Transit,,,,,,,,,,,,,
,,0023,B,MO,PT,8,8,245.4 ,245.4 ,245.4 ,22.9 ,22.9 ,"2,102.3 ","1,892.1 "
WA,Clark County Public Transportation Benefit Area Authority (C-Tran),,,,,,,,,,,,,
,,0024,A,DR,DO,44,48,0.0 ,"1,193.7 ","1,064.5 ",76.4 ,66.6 ,199.5 ,"1,395.7 "
,,0024,A,MB,DO,82,113,"3,775.8 ","4,108.9 ","3,779.6 ",264.3 ,244.5 ,"6,669.1 ","35,570.8 "
,,0024,A,VP,DO,9,9,0.0 ,104.6 ,104.6 ,3.2 ,3.2 ,36.4 ,888.1 
,,,Total,,,135,170,"3,775.8 ","5,407.2 ","4,948.7 ",343.9 ,314.4 ,"6,905.0 ","37,854.6 "
WA,Community Urban Bus Service (CUBS),,,,,,,,,,,,,
,,0016,B,DR,PT,8,8,0.0 ,127.2 ,124.7 ,13.3 ,13.0 ,41.1 ,123.4 
,,0016,B,MB,DO,5,7,216.7 ,216.5 ,216.5 ,16.9 ,16.9 ,325.6 ,"1,362.6 "
,,,Total,,,13,15,216.7 ,343.7 ,341.3 ,30.2 ,29.9 ,366.7 ,"1,486.1 "
WA,Intercity Transit (I.T.),,,,,,,,,,,,,
,,0019,A,DR,DO,20,24,0.0 ,567.9 ,515.4 ,49.8 ,41.9 ,109.6 ,609.3 
,,0019,A,MB,DO,32,41,"1,806.4 ","1,952.9 ","1,808.1 ",135.5 ,128.3 ,"2,586.0 ","9,273.4 "
,,0019,A,VP,DO,77,84,0.0 ,"1,379.4 ","1,324.8 ",32.5 ,31.2 ,263.9 ,"9,512.1 "
,,,Total,,,129,149,"1,806.4 ","3,900.2 ","3,648.2 ",217.8 ,201.5 ,"2,959.5 ","19,394.8 "
WA,King County Department of Transportation - Metro Transit Division (King County Metro),,,,,,,,,,,,,
,,0001,B,DR,PT,379,399,0.0 ,"10,967.3 ","9,371.2 ",698.8 ,611.0 ,"1,661.6 ","11,780.3 "
,,0001,B,LR,DO,3,5,42.9 ,43.0 ,42.9 ,11.3 ,11.1 ,403.6 ,410.2 
,,0001,B,MB,DO,"1,183","1,183","34,635.4 ","42,838.5 ","35,216.6 ","2,967.3 ","2,641.8 ","71,009.6 ","433,019.2 "
,,0001,B,TB,DO,167,167,"3,662.0 ","3,556.8 ","3,385.2 ",481.0 ,462.3 ,"23,679.3 ","42,467.5 "
,,0001,B,VP,DO,894,"1,044",0.0 ,"9,116.9 ","8,997.6 ",253.6 ,250.3 ,"1,793.7 ","44,729.2 "
,,,Total,,,"2,626","2,798","38,340.3 ","66,522.4 ","57,013.5 ","4,411.9 ","3,976.5 ","98,547.9 ","532,406.5 "
WA,Kitsap Transit,,,,,,,,,,,,,
,,0020,B,DR,DO,80,85,0.0 ,"2,059.9 ","1,843.5 ",124.3 ,113.0 ,413.3 ,"2,769.3 "
,,0020,B,FB,PT,2,2,39.2 ,40.1 ,39.2 ,5.8 ,5.7 ,338.5 ,550.8 
,,0020,B,MB,DO,85,117,"2,557.7 ","2,815.9 ","2,543.0 ",172.1 ,146.4 ,"4,078.1 ","18,889.3 "
,,0020,B,VP,DO,75,109,0.0 ,924.5 ,913.2 ,33.7 ,33.1 ,219.4 ,"5,285.4 "
,,,Total,,,242,313,"2,597.0 ","5,840.4 ","5,338.9 ",336.0 ,298.2 ,"5,049.3 ","27,494.8 "
WA,Pierce County Ferry Operations (Pierce County Ferry),,,,,,,,,,,,,
,,0028,B,FB,PT,1,2,30.8 ,31.0 ,31.0 ,5.3 ,5.3 ,198.0 ,"1,448.0 "
WA,Pierce County Transportation Benefit Area Authority (Pierce Transit),,,,,,,,,,,,,
,,0003,B,DR,DO,31,36,0.0 ,872.7 ,790.4 ,60.7 ,52.6 ,161.5 ,"1,436.6 "
,,0003,B,DR,PT,68,130,0.0 ,"1,944.4 ","1,711.1 ",113.8 ,102.6 ,268.3 ,"2,369.9 "
,,0003,B,MB,DO,199,245,"9,768.0 ","11,874.8 ","9,764.3 ",725.2 ,652.1 ,"13,265.3 ","96,948.8 "
,,0003,B,VP,DO,224,270,0.0 ,"3,472.7 ","3,421.8 ",84.2 ,83.0 ,636.7 ,"21,702.5 "
